date,store_id,category,orders,gmv,stockout_minutes,avg_delivery_time,refund_rate,city,city_tier,business_district_type,store_size,opened_days,day_of_week,month,week_of_month,is_weekend,is_month_start,is_month_end,is_payday_window,is_holiday,campaign_id,promo_type,promo_depth,coupon_flag,rain_level,temperature_bin,traffic_index,event_flag,promo_flag,discount_rate,day_of_month,week_of_year,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_28,promo_last_7d_count,stockout_last_7d_mean,days_since_last_promo
2024-04-02,S001,beverages,70,1324.55,11.14,25.32,0.042,Wuhan,2,office,L,315,1,4,1,0,0,0,1,0,,,0.0,0.0,0.0,mild,1.1139,0,0,0.0,2,14,63.0,55.0,52.0,65.28571428571429,9.050124966251145,63.892857142857146,0.0,16.162857142857142,9.0
2024-04-03,S001,beverages,66,1130.23,11.44,26.46,0.0723,Wuhan,2,office,L,315,2,4,1,0,0,0,1,0,,,0.0,0.0,0.0945,mild,1.116,0,0,0.0,3,14,70.0,55.0,64.0,67.42857142857143,7.913219801006923,64.42857142857143,0.0,14.822857142857142,10.0
2024-04-04,S001,beverages,68,1320.98,38.68,35.52,0.0846,Wuhan,2,office,L,315,3,4,1,0,0,0,0,1,,,0.0,0.0,0.4305,mild,1.153,0,0,0.0,4,14,66.0,73.0,57.0,69.0,5.859465277082355,64.89285714285714,0.0,13.078571428571431,11.0
2024-04-05,S001,beverages,76,1380.45,22.43,35.67,0.0846,Wuhan,2,office,L,315,4,4,1,0,0,0,0,1,,,0.0,0.0,0.1658,mild,1.199,1,0,0.0,5,14,68.0,61.0,60.0,68.28571428571429,5.589105048046215,65.17857142857143,0.0,16.487142857142857,12.0
2024-04-06,S001,beverages,98,1711.0,23.94,25.34,0.0512,Wuhan,2,office,L,315,5,4,1,1,0,0,0,0,C9719,discount,0.201,0.0,0.2384,mild,0.9708,0,1,0.201,6,14,76.0,77.0,99.0,70.42857142857143,5.191568255583425,66.03571428571429,0.0,16.54714285714286,13.0
2024-04-07,S001,beverages,61,1035.83,23.74,37.88,0.0582,Wuhan,2,office,L,315,6,4,1,1,0,0,0,0,,,0.0,0.0,0.1489,mild,1.0286,0,0,0.0,7,14,98.0,73.0,74.0,73.42857142857143,11.659861961120368,67.17857142857143,1.0,19.967142857142857,0.0
2024-04-08,S001,beverages,51,995.22,11.19,44.08,0.0551,Wuhan,2,office,L,315,0,4,2,0,0,0,0,0,,,0.0,0.0,0.0,mild,1.1744,0,0,0.0,8,15,61.0,63.0,59.0,71.71428571428571,12.57927244470426,67.0,1.0,18.939999999999998,1.0
2024-04-09,S001,beverages,64,1141.42,25.52,24.97,0.0563,Wuhan,2,office,L,315,1,4,2,0,0,0,0,0,,,0.0,0.0,0.3165,mild,1.0711,0,0,0.0,9,15,51.0,70.0,55.0,70.0,14.617341299520486,67.0,1.0,20.365714285714287,2.0
2024-04-10,S001,beverages,57,913.19,31.9,33.15,0.0729,Wuhan,2,office,L,315,2,4,2,0,0,0,0,0,,,0.0,0.0,0.0,mild,1.095,0,0,0.0,10,15,64.0,66.0,55.0,69.14285714285714,14.792211592913494,67.17857142857143,1.0,22.419999999999998,3.0
2024-04-11,S001,beverages,53,1037.26,40.57,31.77,0.0551,Wuhan,2,office,L,315,3,4,2,0,0,0,0,0,,,0.0,0.0,0.3245,mild,1.0875,0,0,0.0,11,15,57.0,68.0,73.0,67.85714285714286,15.485784571971944,67.25,1.0,25.342857142857145,4.0
2024-04-12,S001,beverages,66,1170.95,13.07,31.24,0.064,Wuhan,2,office,L,315,4,4,2,0,0,0,0,0,,,0.0,0.0,0.0,mild,1.0666,0,0,0.0,12,15,53.0,76.0,61.0,65.71428571428571,16.469307673308418,67.10714285714286,1.0,25.61285714285714,5.0
2024-04-13,S001,beverages,60,1019.35,7.11,29.65,0.0408,Wuhan,2,office,L,315,5,4,2,1,0,0,0,0,,,0.0,0.0,0.074,mild,0.9884,0,0,0.0,13,15,66.0,98.0,77.0,64.28571428571429,15.850491955712146,67.35714285714286,1.0,24.275714285714287,6.0
2024-04-14,S001,beverages,72,1272.55,7.98,28.93,0.0521,Wuhan,2,office,L,315,6,4,2,1,0,0,0,0,,,0.0,0.0,0.0395,mild,0.9972,0,0,0.0,14,15,60.0,61.0,73.0,58.857142857142854,5.52052447473881,66.96428571428571,0.0,21.87142857142857,7.0
2024-04-15,S001,beverages,55,1018.26,32.73,27.6,0.0674,Wuhan,2,office,L,315,0,4,3,0,0,0,1,0,,,0.0,0.0,0.1339,cold,1.0566,0,0,0.0,15,16,72.0,51.0,63.0,60.42857142857143,7.457817885886426,67.03571428571429,0.0,19.62,8.0
2024-04-16,S001,beverages,60,987.91,18.86,30.76,0.0602,Wuhan,2,office,L,315,1,4,3,0,0,0,1,0,,,0.0,0.0,0.0856,cold,1.1191,0,0,0.0,16,16,55.0,64.0,70.0,61.0,6.733003292241378,65.67857142857143,0.0,22.697142857142858,9.0
2024-04-17,S001,beverages,65,1201.95,26.85,45.22,0.0888,Wuhan,2,office,L,315,2,4,3,0,0,0,0,0,C2036,discount,0.102,0.0,0.0,cold,1.105,0,1,0.102,17,16,60.0,57.0,66.0,60.42857142857143,6.604471789556488,65.96428571428571,0.0,21.745714285714286,10.0
2024-04-18,S001,beverages,54,957.89,14.9,28.64,0.073,Wuhan,2,office,L,315,3,4,3,0,0,0,0,0,,,0.0,0.0,0.0042,cold,1.0423,0,0,0.0,18,16,65.0,53.0,68.0,61.57142857142857,6.604471789556495,66.0,1.0,21.024285714285718,0.0
2024-04-19,S001,beverages,49,801.63,15.98,34.09,0.0734,Wuhan,2,office,L,315,4,4,3,0,0,0,0,0,,,0.0,0.0,0.1684,cold,1.0683,0,0,0.0,19,16,54.0,66.0,76.0,61.714285714285715,6.395683067879605,65.89285714285714,1.0,17.357142857142858,1.0
2024-04-20,S001,beverages,56,1000.31,16.7,39.51,0.0655,Wuhan,2,office,L,315,5,4,3,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9833,0,0,0.0,20,16,49.0,60.0,98.0,59.285714285714285,7.60951784969072,65.5,1.0,17.77285714285714,2.0
2024-04-21,S001,beverages,64,1171.26,15.0,31.34,0.0581,Wuhan,2,office,L,315,6,4,3,1,0,0,0,0,,,0.0,0.0,0.0728,cold,0.9996,0,0,0.0,21,16,56.0,72.0,61.0,58.714285714285715,7.6966288229389725,63.964285714285715,1.0,19.142857142857142,3.0
2024-04-22,S001,beverages,53,1006.85,18.77,28.8,0.0927,Wuhan,2,office,L,315,0,4,4,0,0,0,0,0,,,0.0,0.0,0.0033,cold,1.0632,0,0,0.0,22,17,64.0,55.0,51.0,57.57142857142857,5.740416444159828,63.607142857142854,1.0,20.145714285714284,4.0
2024-04-23,S001,beverages,52,1057.09,24.11,34.65,0.0541,Wuhan,2,office,L,315,1,4,4,0,0,0,0,0,,,0.0,0.0,0.2328,cold,1.0168,0,0,0.0,23,17,53.0,60.0,64.0,57.285714285714285,5.936168397046602,63.392857142857146,1.0,18.15142857142857,5.0
2024-04-24,S001,beverages,58,1060.59,31.81,37.66,0.0656,Wuhan,2,office,L,315,2,4,4,0,0,0,0,0,C2618,discount,0.053,0.0,0.1938,cold,1.0625,0,1,0.053,24,17,52.0,65.0,57.0,56.142857142857146,6.094494002200397,63.285714285714285,1.0,18.90142857142857,6.0
2024-04-25,S001,beverages,45,818.61,18.9,35.14,0.0775,Wuhan,2,office,L,315,3,4,4,0,0,0,0,0,,,0.0,0.0,0.0819,cold,1.0838,0,0,0.0,25,17,58.0,54.0,53.0,55.142857142857146,4.845223470201334,63.392857142857146,1.0,19.609999999999996,0.0
2024-04-26,S001,beverages,53,1052.99,16.7,31.92,0.0807,Wuhan,2,office,L,315,4,4,4,0,0,0,0,0,,,0.0,0.0,0.1063,cold,1.0307,0,0,0.0,26,17,45.0,49.0,66.0,53.857142857142854,6.202917900165191,62.392857142857146,1.0,20.18142857142857,1.0
2024-04-27,S001,beverages,64,1086.48,9.83,28.9,0.0373,Wuhan,2,office,L,315,5,4,4,1,0,0,0,0,,,0.0,0.0,0.2141,cold,0.9574,0,0,0.0,27,17,53.0,56.0,60.0,54.42857142857143,5.85540043769114,62.107142857142854,1.0,20.284285714285716,2.0
2024-04-28,S001,beverages,70,1372.23,13.96,26.65,0.0538,Wuhan,2,office,L,315,6,4,4,1,0,0,1,0,,,0.0,0.0,0.0,cold,0.9578,0,0,0.0,28,17,64.0,64.0,72.0,55.57142857142857,6.900655593423499,61.642857142857146,1.0,19.302857142857142,3.0
2024-04-29,S001,beverages,61,1143.75,29.84,28.56,0.0645,Wuhan,2,office,L,315,0,4,5,0,0,0,1,0,,,0.0,0.0,0.0,cold,1.0136,0,0,0.0,29,18,70.0,53.0,55.0,56.42857142857143,8.343802947040823,61.535714285714285,1.0,19.154285714285713,4.0
2024-04-30,S001,beverages,57,988.29,7.61,30.1,0.0614,Wuhan,2,office,L,315,1,4,5,0,0,1,1,0,,,0.0,0.0,0.0314,cold,1.0042,0,0,0.0,30,18,61.0,52.0,60.0,57.57142857142857,8.34380294704083,61.464285714285715,1.0,20.735714285714288,5.0
2024-05-01,S001,beverages,65,1128.88,10.83,29.06,0.0559,Wuhan,2,office,L,315,2,5,1,0,1,0,1,1,,,0.0,0.0,0.0,cold,1.1907,0,0,0.0,1,18,57.0,58.0,65.0,58.285714285714285,7.994045402970988,61.0,1.0,18.37857142857143,6.0
2024-05-02,S001,beverages,69,1165.66,18.83,31.64,0.0604,Wuhan,2,office,L,315,3,5,1,0,0,0,1,1,,,0.0,0.0,0.0,cold,1.1392,0,0,0.0,2,18,65.0,45.0,54.0,59.285714285714285,8.380817098475244,60.964285714285715,0.0,15.381428571428572,7.0
2024-05-03,S001,beverages,68,1244.78,19.96,36.73,0.0796,Wuhan,2,office,L,315,4,5,1,0,0,0,1,1,,,0.0,0.0,0.0035,cold,1.1759,0,0,0.0,3,18,69.0,53.0,49.0,62.714285714285715,6.183695920571722,61.0,0.0,15.371428571428572,8.0
2024-05-04,S001,beverages,69,1200.98,7.89,25.63,0.0627,Wuhan,2,office,L,315,5,5,1,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9359,0,0,0.0,4,18,68.0,64.0,56.0,64.85714285714286,4.670066788550688,60.714285714285715,0.0,15.837142857142856,9.0
2024-05-05,S001,beverages,83,1441.12,10.68,33.96,0.0646,Wuhan,2,office,L,315,6,5,1,1,0,0,0,0,C7360,bundle,0.129,0.0,0.0,cold,0.9277,0,1,0.129,5,18,69.0,70.0,64.0,65.57142857142857,4.8941169737125545,59.67857142857143,0.0,15.56,10.0
2024-05-06,S001,beverages,56,1104.08,16.67,26.44,0.0794,Wuhan,2,office,L,315,0,5,1,0,0,0,0,0,,,0.0,0.0,0.076,cold,1.0148,0,0,0.0,6,19,83.0,61.0,53.0,67.42857142857143,8.202786982831798,60.464285714285715,1.0,15.09142857142857,0.0
2024-05-07,S001,beverages,58,1011.26,12.05,24.17,0.0522,Wuhan,2,office,L,315,1,5,1,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.1064,0,0,0.0,7,19,56.0,57.0,52.0,66.71428571428571,9.031690238899309,60.642857142857146,1.0,13.210000000000003,1.0
2024-05-08,S001,beverages,54,967.63,5.95,30.55,0.0489,Wuhan,2,office,L,315,2,5,2,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.1344,0,0,0.0,8,19,58.0,65.0,58.0,66.85714285714286,8.85867882227316,60.42857142857143,1.0,13.844285714285714,2.0
2024-05-09,S001,beverages,45,828.88,29.76,35.07,0.068,Wuhan,2,office,L,315,3,5,2,0,0,0,0,0,,,0.0,0.0,0.1767,cold,1.0874,0,0,0.0,9,19,54.0,69.0,45.0,65.28571428571429,10.127755357009224,60.32142857142857,1.0,13.147142857142857,3.0
2024-05-10,S001,beverages,56,1053.21,14.96,35.24,0.0665,Wuhan,2,office,L,315,4,5,2,0,0,0,0,0,,,0.0,0.0,0.1123,cold,1.1184,0,0,0.0,10,19,45.0,68.0,53.0,61.857142857142854,12.455635557564197,60.035714285714285,1.0,14.70857142857143,4.0
2024-05-11,S001,beverages,79,1275.05,20.53,26.21,0.0609,Wuhan,2,office,L,315,5,5,2,1,0,0,0,0,C3020,coupon,0.245,0.0,0.3275,cold,0.984,0,1,0.245,11,19,56.0,69.0,64.0,60.142857142857146,12.294017127971536,59.67857142857143,1.0,13.994285714285715,5.0
2024-05-12,S001,beverages,58,1068.07,9.73,30.63,0.0492,Wuhan,2,office,L,315,6,5,2,1,0,0,0,0,,,0.0,0.0,0.0495,cold,0.9555,0,0,0.0,12,19,79.0,83.0,70.0,61.57142857142857,13.962534904249347,60.357142857142854,2.0,15.8,0.0
2024-05-13,S001,beverages,53,859.45,19.38,31.38,0.0665,Wuhan,2,office,L,315,0,5,2,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0788,0,0,0.0,13,20,58.0,56.0,61.0,58.0,10.279429296739531,59.857142857142854,1.0,15.664285714285715,1.0
2024-05-14,S001,beverages,54,937.54,16.79,31.51,0.0516,Wuhan,2,office,L,315,1,5,2,0,0,0,0,0,,,0.0,0.0,0.0675,cold,1.0709,0,0,0.0,14,20,53.0,58.0,57.0,57.57142857142857,10.438025721005923,59.785714285714285,1.0,16.05142857142857,2.0
2024-05-15,S001,beverages,53,956.81,8.69,37.75,0.0647,Wuhan,2,office,L,315,2,5,3,0,0,0,1,0,,,0.0,0.0,0.1276,cold,1.0767,0,0,0.0,15,20,54.0,54.0,65.0,57.0,10.519822558706345,59.57142857142857,1.0,16.728571428571428,3.0
2024-05-16,S001,beverages,61,1101.83,10.88,33.21,0.0412,Wuhan,2,office,L,315,3,5,3,0,0,0,1,0,,,0.0,0.0,0.3321,cold,1.0643,0,0,0.0,16,20,53.0,45.0,69.0,56.857142857142854,10.574002260711127,59.142857142857146,1.0,17.12,4.0
2024-05-17,S001,beverages,58,1009.54,16.93,22.26,0.046,Wuhan,2,office,L,315,4,5,3,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0505,0,0,0.0,17,20,61.0,56.0,68.0,59.142857142857146,9.227288721117244,59.392857142857146,1.0,14.422857142857143,5.0
2024-05-18,S001,beverages,57,984.45,11.43,32.96,0.0691,Wuhan,2,office,L,315,5,5,3,1,0,0,0,0,,,0.0,0.0,0.263,cold,0.9678,0,0,0.0,18,20,58.0,79.0,69.0,59.42857142857143,9.144345117013465,59.714285714285715,1.0,14.704285714285716,6.0
2024-05-19,S001,beverages,63,1157.01,20.02,29.03,0.075,Wuhan,2,office,L,315,6,5,3,1,0,0,0,0,,,0.0,0.0,0.127,cold,0.953,0,0,0.0,19,20,57.0,58.0,83.0,56.285714285714285,3.0394235042348767,59.75,0.0,13.404285714285715,7.0
2024-05-20,S001,beverages,47,926.27,20.41,30.89,0.067,Wuhan,2,office,L,315,0,5,3,0,0,0,0,0,,,0.0,0.0,0.0786,cold,1.0524,0,0,0.0,20,21,63.0,53.0,56.0,57.0,3.9581140290126675,59.714285714285715,0.0,14.874285714285714,8.0
2024-05-21,S001,beverages,54,967.01,9.49,28.72,0.0611,Wuhan,2,office,L,315,1,5,3,0,0,0,0,0,,,0.0,0.0,0.0569,cold,1.0941,0,0,0.0,21,21,47.0,54.0,58.0,56.142857142857146,5.367450401216948,59.5,0.0,15.021428571428572,9.0
2024-05-22,S001,beverages,52,954.18,18.44,29.31,0.0669,Wuhan,2,office,L,315,2,5,4,0,0,0,0,0,,,0.0,0.0,0.1504,cold,1.0337,0,0,0.0,22,21,54.0,53.0,54.0,56.142857142857146,5.367450401216948,59.57142857142857,0.0,13.97857142857143,10.0
2024-05-23,S001,beverages,53,928.81,11.56,30.16,0.0453,Wuhan,2,office,L,315,3,5,4,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0271,0,0,0.0,23,21,52.0,61.0,45.0,56.0,5.477225575051675,59.357142857142854,0.0,15.37142857142857,11.0
2024-05-24,S001,beverages,76,1245.53,11.75,33.48,0.094,Wuhan,2,office,L,315,4,5,4,0,0,0,0,0,C4478,discount,0.202,1.0,0.0,cold,1.042,0,1,0.202,24,21,53.0,58.0,56.0,54.857142857142854,5.080307452263485,59.642857142857146,0.0,15.468571428571428,12.0
2024-05-25,S001,beverages,61,943.23,35.55,29.75,0.056,Wuhan,2,office,L,315,5,5,4,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9425,0,0,0.0,25,21,76.0,57.0,79.0,57.42857142857143,9.536895771286439,60.464285714285715,1.0,14.728571428571428,0.0
2024-05-26,S001,beverages,61,1130.23,14.01,29.91,0.0844,Wuhan,2,office,L,315,6,5,4,1,0,0,0,0,,,0.0,0.0,0.1839,cold,0.9839,0,0,0.0,26,21,61.0,63.0,58.0,58.0,9.62635271879578,60.357142857142854,1.0,18.174285714285713,1.0
2024-05-27,S001,beverages,56,1044.82,21.13,38.21,0.0635,Wuhan,2,office,L,315,0,5,4,0,0,0,0,0,,,0.0,0.0,0.1339,cold,1.0729,0,0,0.0,27,22,61.0,47.0,53.0,57.714285714285715,9.481812163545644,60.035714285714285,1.0,17.315714285714286,2.0
2024-05-28,S001,beverages,61,1128.72,24.12,27.83,0.0715,Wuhan,2,office,L,315,1,5,4,0,0,0,1,0,,,0.0,0.0,0.0,cold,1.1216,0,0,0.0,28,22,56.0,54.0,54.0,59.0,8.326663997864548,59.857142857142854,1.0,17.41857142857143,3.0
2024-05-29,S001,beverages,57,1080.76,18.52,33.04,0.0662,Wuhan,2,office,L,315,2,5,5,0,0,0,1,0,,,0.0,0.0,0.0,cold,1.0716,0,0,0.0,29,22,61.0,52.0,53.0,60.0,8.041558721209901,60.0,1.0,19.50857142857143,4.0
2024-05-30,S001,beverages,55,1017.54,7.48,26.79,0.0667,Wuhan,2,office,L,315,3,5,5,0,0,0,1,0,,,0.0,0.0,0.0,cold,1.0771,1,0,0.0,30,22,57.0,53.0,61.0,60.714285714285715,7.409774753982896,59.714285714285715,1.0,19.52,5.0
2024-05-31,S001,beverages,54,1043.42,16.4,24.01,0.0704,Wuhan,2,office,L,315,4,5,5,0,0,1,1,0,,,0.0,0.0,0.0,cold,1.0108,0,0,0.0,31,22,55.0,76.0,58.0,61.0,7.094598884597615,59.214285714285715,1.0,18.937142857142856,6.0
2024-06-01,S001,beverages,60,1019.13,3.72,26.43,0.067,Wuhan,2,office,L,315,5,6,1,1,1,0,1,0,,,0.0,0.0,0.0,cold,0.9466,0,0,0.0,1,22,54.0,61.0,57.0,57.857142857142854,3.07834216359889,58.714285714285715,0.0,19.601428571428574,7.0
2024-06-02,S001,beverages,105,1541.9,11.11,34.87,0.0597,Wuhan,2,office,L,315,6,6,1,1,0,0,1,0,C6074,bundle,0.301,1.0,0.1762,cold,0.9474,0,1,0.301,2,22,60.0,61.0,63.0,57.714285714285715,2.927700218845635,58.392857142857146,0.0,15.054285714285713,8.0
2024-06-03,S001,beverages,56,990.02,1.96,28.26,0.0575,Wuhan,2,office,L,315,0,6,1,0,0,0,1,0,,,0.0,0.0,0.0303,cold,1.0385,1,0,0.0,3,23,105.0,56.0,47.0,64.0,18.25741858350555,59.17857142857143,1.0,14.639999999999999,0.0
2024-06-04,S001,beverages,56,975.9,24.38,32.13,0.0672,Wuhan,2,office,L,315,1,6,1,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0916,0,0,0.0,4,23,56.0,61.0,54.0,64.0,18.25741858350555,59.17857142857143,1.0,11.901428571428571,1.0
2024-06-05,S001,beverages,50,870.38,20.46,28.98,0.0643,Wuhan,2,office,L,315,2,6,1,0,0,0,0,0,,,0.0,0.0,0.2371,cold,1.0565,0,0,0.0,5,23,56.0,57.0,52.0,63.285714285714285,18.490666886425768,59.107142857142854,1.0,11.938571428571427,2.0
2024-06-06,S001,beverages,50,863.71,24.88,31.71,0.0645,Wuhan,2,office,L,315,3,6,1,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0429,0,0,0.0,6,23,50.0,55.0,53.0,62.285714285714285,19.06754909712911,58.964285714285715,1.0,12.215714285714284,3.0
2024-06-07,S001,beverages,55,964.87,27.39,35.48,0.07,Wuhan,2,office,L,315,4,6,1,0,0,0,0,0,,,0.0,0.0,0.2917,cold,1.1367,0,0,0.0,7,23,50.0,54.0,76.0,61.57142857142857,19.475259030003034,59.142857142857146,1.0,14.70142857142857,4.0
2024-06-08,S001,beverages,51,926.87,21.68,35.01,0.0595,Wuhan,2,office,L,315,5,6,2,1,0,0,0,0,,,0.0,0.0,0.4166,cold,0.9384,0,0,0.0,8,23,55.0,60.0,61.0,61.714285714285715,19.414035178312684,59.107142857142854,1.0,16.271428571428572,5.0
2024-06-09,S001,beverages,58,1100.56,11.6,26.85,0.0626,Wuhan,2,office,L,315,6,6,2,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9668,0,0,0.0,9,23,51.0,105.0,61.0,60.42857142857143,19.839834868744447,58.107142857142854,1.0,18.837142857142858,6.0
2024-06-10,S001,beverages,86,1405.36,21.27,24.71,0.0711,Wuhan,2,office,L,315,0,6,2,0,0,0,0,1,C5609,bundle,0.168,0.0,0.0,cold,1.1887,0,1,0.168,10,24,58.0,56.0,56.0,53.714285714285715,3.3022358947782795,58.107142857142854,0.0,18.907142857142855,7.0
2024-06-11,S001,beverages,53,924.2,19.16,28.58,0.0703,Wuhan,2,office,L,315,1,6,2,0,0,0,0,0,,,0.0,0.0,0.1776,cold,1.1063,0,0,0.0,11,24,86.0,56.0,61.0,58.0,12.741009902410942,59.285714285714285,1.0,21.665714285714284,0.0
2024-06-12,S001,beverages,52,939.78,0.18,33.64,0.053,Wuhan,2,office,L,315,2,6,2,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.051,0,0,0.0,12,24,53.0,50.0,57.0,57.57142857142857,12.869306415617276,59.25,1.0,20.919999999999998,1.0
2024-06-13,S001,beverages,50,863.21,19.0,35.48,0.0619,Wuhan,2,office,L,315,3,6,2,0,0,0,0,0,,,0.0,0.0,0.0932,cold,1.0741,0,0,0.0,13,24,52.0,50.0,55.0,57.857142857142854,12.694205652298905,59.214285714285715,1.0,18.02285714285714,2.0
2024-06-14,S001,beverages,53,988.28,13.74,37.73,0.0592,Wuhan,2,office,L,315,4,6,2,0,0,0,0,0,,,0.0,0.0,0.4182,cold,1.0412,0,0,0.0,14,24,50.0,55.0,54.0,57.857142857142854,12.694205652298905,58.82142857142857,1.0,17.18285714285714,3.0
2024-06-15,S001,beverages,57,1067.94,21.34,28.44,0.0553,Wuhan,2,office,L,315,5,6,3,1,0,0,1,0,,,0.0,0.0,0.0,cold,0.9529,0,0,0.0,15,24,53.0,51.0,60.0,57.57142857142857,12.791366135759228,58.642857142857146,1.0,15.232857142857142,4.0
2024-06-16,S001,beverages,59,1171.79,30.59,34.98,0.0621,Wuhan,2,office,L,315,6,6,3,1,0,0,1,0,,,0.0,0.0,0.3318,cold,0.9332,0,0,0.0,16,24,57.0,58.0,105.0,58.42857142857143,12.47473637473145,58.642857142857146,1.0,15.184285714285716,5.0
2024-06-17,S001,beverages,48,869.01,23.34,33.27,0.0672,Wuhan,2,office,L,315,0,6,3,0,0,0,0,0,,,0.0,0.0,0.2097,cold,1.0484,0,0,0.0,17,25,59.0,86.0,56.0,58.57142857142857,12.474736374731451,58.5,1.0,17.897142857142857,6.0
2024-06-18,S001,beverages,51,896.56,12.34,34.34,0.0624,Wuhan,2,office,L,315,1,6,3,0,0,0,0,0,,,0.0,0.0,0.0313,cold,1.0946,0,0,0.0,18,25,48.0,53.0,56.0,53.142857142857146,3.804758924845398,58.535714285714285,0.0,18.192857142857143,7.0
2024-06-19,S001,beverages,46,778.34,13.68,31.84,0.0722,Wuhan,2,office,L,315,2,6,3,0,0,0,0,0,,,0.0,0.0,0.2308,cold,1.0927,0,0,0.0,19,25,51.0,52.0,50.0,52.857142857142854,3.8913824205360967,58.42857142857143,0.0,17.21857142857143,8.0
2024-06-20,S001,beverages,50,826.56,12.49,29.32,0.0535,Wuhan,2,office,L,315,3,6,3,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0884,0,0,0.0,20,25,46.0,50.0,50.0,52.0,4.690415759823451,58.214285714285715,0.0,19.147142857142857,9.0
2024-06-21,S001,beverages,44,836.55,6.36,37.15,0.0737,Wuhan,2,office,L,315,4,6,3,0,0,0,0,0,,,0.0,0.0,0.0521,cold,1.1565,0,0,0.0,21,25,50.0,53.0,55.0,52.0,4.690415759823451,58.107142857142854,0.0,18.217142857142857,10.0
2024-06-22,S001,beverages,54,958.97,0.0,34.5,0.054,Wuhan,2,office,L,315,5,6,4,1,0,0,0,0,,,0.0,0.0,0.0313,cold,0.9961,0,0,0.0,22,25,44.0,57.0,51.0,50.714285714285715,5.5291435658181936,56.964285714285715,0.0,17.162857142857142,11.0
2024-06-23,S001,beverages,59,1164.07,13.43,39.64,0.0686,Wuhan,2,office,L,315,6,6,4,1,0,0,0,0,,,0.0,0.0,0.0905,cold,1.0,1,0,0.0,23,25,54.0,59.0,58.0,50.285714285714285,5.056820005836545,56.714285714285715,0.0,14.114285714285714,12.0
2024-06-24,S001,beverages,48,874.54,13.89,25.92,0.0544,Wuhan,2,office,L,315,0,6,4,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0918,0,0,0.0,24,26,59.0,48.0,86.0,50.285714285714285,5.056820005836545,56.642857142857146,0.0,11.662857142857144,13.0
2024-06-25,S001,beverages,48,913.24,26.92,34.11,0.0708,Wuhan,2,office,L,315,1,6,4,0,0,0,0,0,,,0.0,0.0,0.4613,cold,1.0458,0,0,0.0,25,26,48.0,51.0,53.0,50.285714285714285,5.056820005836545,56.357142857142854,0.0,10.312857142857142,14.0
2024-06-26,S001,beverages,47,896.92,32.31,33.71,0.0691,Wuhan,2,office,L,315,2,6,4,0,0,0,0,0,,,0.0,0.0,0.5105,cold,1.036,0,0,0.0,26,26,48.0,46.0,52.0,49.857142857142854,5.113008619478093,55.892857142857146,0.0,12.395714285714286,15.0
2024-06-27,S001,beverages,54,1012.4,4.54,35.54,0.0693,Wuhan,2,office,L,315,3,6,4,0,0,0,0,0,,,0.0,0.0,0.2676,cold,1.0357,0,0,0.0,27,26,47.0,50.0,50.0,50.0,5.000000000000013,55.535714285714285,0.0,15.057142857142859,16.0
2024-06-28,S001,beverages,52,1055.13,23.93,30.96,0.0695,Wuhan,2,office,L,315,4,6,4,0,0,0,1,0,,,0.0,0.0,0.1641,cold,1.0602,0,0,0.0,28,26,54.0,44.0,53.0,50.57142857142857,5.223572942509222,55.5,0.0,13.921428571428573,17.0
2024-06-29,S001,beverages,63,1071.89,4.01,29.87,0.0511,Wuhan,2,office,L,315,5,6,5,1,0,0,1,0,,,0.0,0.0,0.2244,cold,0.9566,0,0,0.0,29,26,52.0,54.0,57.0,51.714285714285715,4.347960660443253,55.42857142857143,0.0,16.431428571428572,18.0
2024-06-30,S001,beverages,68,1135.63,15.31,34.18,0.0785,Wuhan,2,office,L,315,6,6,5,1,0,1,1,0,,,0.0,0.0,0.1187,cold,0.9453,1,0,0.0,30,26,63.0,59.0,59.0,53.0,6.11010092660781,55.535714285714285,0.0,17.004285714285714,19.0
2024-07-01,S001,beverages,53,832.61,14.17,28.42,0.0731,Wuhan,2,office,L,315,0,7,1,0,1,0,1,0,,,0.0,0.0,0.1468,cold,1.083,0,0,0.0,1,27,68.0,48.0,48.0,54.285714285714285,8.179533110438655,54.214285714285715,0.0,17.27285714285714,20.0
2024-07-02,S001,beverages,51,761.01,14.21,26.61,0.0721,Wuhan,2,office,L,315,1,7,1,0,0,0,1,0,,,0.0,0.0,0.1016,cold,1.0588,0,0,0.0,2,27,53.0,48.0,51.0,55.0,7.745966692414859,54.107142857142854,0.0,17.312857142857144,21.0
