date,store_id,category,orders,gmv,stockout_minutes,avg_delivery_time,refund_rate,city,city_tier,business_district_type,store_size,opened_days,day_of_week,month,week_of_month,is_weekend,is_month_start,is_month_end,is_payday_window,is_holiday,campaign_id,promo_type,promo_depth,coupon_flag,rain_level,temperature_bin,traffic_index,event_flag,promo_flag,discount_rate
2024-05-24,S001,beverages,76,1245.53,11.75,33.48,0.094,Wuhan,2,office,L,315,4,5,4,0,0,0,0,0,C4478,discount,0.202,1.0,0.0,cold,1.042,0,1,0.202
2024-05-25,S001,beverages,61,943.23,35.55,29.75,0.056,Wuhan,2,office,L,315,5,5,4,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9425,0,0,0.0
2024-05-26,S001,beverages,61,1130.23,14.01,29.91,0.0844,Wuhan,2,office,L,315,6,5,4,1,0,0,0,0,,,0.0,0.0,0.1839,cold,0.9839,0,0,0.0
2024-05-27,S001,beverages,56,1044.82,21.13,38.21,0.0635,Wuhan,2,office,L,315,0,5,4,0,0,0,0,0,,,0.0,0.0,0.1339,cold,1.0729,0,0,0.0
2024-05-28,S001,beverages,61,1128.72,24.12,27.83,0.0715,Wuhan,2,office,L,315,1,5,4,0,0,0,1,0,,,0.0,0.0,0.0,cold,1.1216,0,0,0.0
2024-05-29,S001,beverages,57,1080.76,18.52,33.04,0.0662,Wuhan,2,office,L,315,2,5,5,0,0,0,1,0,,,0.0,0.0,0.0,cold,1.0716,0,0,0.0
2024-05-30,S001,beverages,55,1017.54,7.48,26.79,0.0667,Wuhan,2,office,L,315,3,5,5,0,0,0,1,0,,,0.0,0.0,0.0,cold,1.0771,1,0,0.0
2024-05-31,S001,beverages,54,1043.42,16.4,24.01,0.0704,Wuhan,2,office,L,315,4,5,5,0,0,1,1,0,,,0.0,0.0,0.0,cold,1.0108,0,0,0.0
2024-06-01,S001,beverages,60,1019.13,3.72,26.43,0.067,Wuhan,2,office,L,315,5,6,1,1,1,0,1,0,,,0.0,0.0,0.0,cold,0.9466,0,0,0.0
2024-06-02,S001,beverages,105,1541.9,11.11,34.87,0.0597,Wuhan,2,office,L,315,6,6,1,1,0,0,1,0,C6074,bundle,0.301,1.0,0.1762,cold,0.9474,0,1,0.301
2024-06-03,S001,beverages,56,990.02,1.96,28.26,0.0575,Wuhan,2,office,L,315,0,6,1,0,0,0,1,0,,,0.0,0.0,0.0303,cold,1.0385,1,0,0.0
2024-06-04,S001,beverages,56,975.9,24.38,32.13,0.0672,Wuhan,2,office,L,315,1,6,1,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0916,0,0,0.0
2024-06-05,S001,beverages,50,870.38,20.46,28.98,0.0643,Wuhan,2,office,L,315,2,6,1,0,0,0,0,0,,,0.0,0.0,0.2371,cold,1.0565,0,0,0.0
2024-06-06,S001,beverages,50,863.71,24.88,31.71,0.0645,Wuhan,2,office,L,315,3,6,1,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0429,0,0,0.0
2024-06-07,S001,beverages,55,964.87,27.39,35.48,0.07,Wuhan,2,office,L,315,4,6,1,0,0,0,0,0,,,0.0,0.0,0.2917,cold,1.1367,0,0,0.0
2024-06-08,S001,beverages,51,926.87,21.68,35.01,0.0595,Wuhan,2,office,L,315,5,6,2,1,0,0,0,0,,,0.0,0.0,0.4166,cold,0.9384,0,0,0.0
2024-06-09,S001,beverages,58,1100.56,11.6,26.85,0.0626,Wuhan,2,office,L,315,6,6,2,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9668,0,0,0.0
2024-06-10,S001,beverages,86,1405.36,21.27,24.71,0.0711,Wuhan,2,office,L,315,0,6,2,0,0,0,0,1,C5609,bundle,0.168,0.0,0.0,cold,1.1887,0,1,0.168
2024-06-11,S001,beverages,53,924.2,19.16,28.58,0.0703,Wuhan,2,office,L,315,1,6,2,0,0,0,0,0,,,0.0,0.0,0.1776,cold,1.1063,0,0,0.0
2024-06-12,S001,beverages,52,939.78,0.18,33.64,0.053,Wuhan,2,office,L,315,2,6,2,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.051,0,0,0.0
2024-06-13,S001,beverages,50,863.21,19.0,35.48,0.0619,Wuhan,2,office,L,315,3,6,2,0,0,0,0,0,,,0.0,0.0,0.0932,cold,1.0741,0,0,0.0
2024-06-14,S001,beverages,53,988.28,13.74,37.73,0.0592,Wuhan,2,office,L,315,4,6,2,0,0,0,0,0,,,0.0,0.0,0.4182,cold,1.0412,0,0,0.0
2024-06-15,S001,beverages,57,1067.94,21.34,28.44,0.0553,Wuhan,2,office,L,315,5,6,3,1,0,0,1,0,,,0.0,0.0,0.0,cold,0.9529,0,0,0.0
2024-06-16,S001,beverages,59,1171.79,30.59,34.98,0.0621,Wuhan,2,office,L,315,6,6,3,1,0,0,1,0,,,0.0,0.0,0.3318,cold,0.9332,0,0,0.0
2024-06-17,S001,beverages,48,869.01,23.34,33.27,0.0672,Wuhan,2,office,L,315,0,6,3,0,0,0,0,0,,,0.0,0.0,0.2097,cold,1.0484,0,0,0.0
2024-06-18,S001,beverages,51,896.56,12.34,34.34,0.0624,Wuhan,2,office,L,315,1,6,3,0,0,0,0,0,,,0.0,0.0,0.0313,cold,1.0946,0,0,0.0
2024-06-19,S001,beverages,46,778.34,13.68,31.84,0.0722,Wuhan,2,office,L,315,2,6,3,0,0,0,0,0,,,0.0,0.0,0.2308,cold,1.0927,0,0,0.0
2024-06-20,S001,beverages,50,826.56,12.49,29.32,0.0535,Wuhan,2,office,L,315,3,6,3,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0884,0,0,0.0
2024-06-21,S001,beverages,44,836.55,6.36,37.15,0.0737,Wuhan,2,office,L,315,4,6,3,0,0,0,0,0,,,0.0,0.0,0.0521,cold,1.1565,0,0,0.0
2024-06-22,S001,beverages,54,958.97,0.0,34.5,0.054,Wuhan,2,office,L,315,5,6,4,1,0,0,0,0,,,0.0,0.0,0.0313,cold,0.9961,0,0,0.0
2024-06-23,S001,beverages,59,1164.07,13.43,39.64,0.0686,Wuhan,2,office,L,315,6,6,4,1,0,0,0,0,,,0.0,0.0,0.0905,cold,1.0,1,0,0.0
2024-06-24,S001,beverages,48,874.54,13.89,25.92,0.0544,Wuhan,2,office,L,315,0,6,4,0,0,0,0,0,,,0.0,0.0,0.0,cold,1.0918,0,0,0.0
2024-06-25,S001,beverages,48,913.24,26.92,34.11,0.0708,Wuhan,2,office,L,315,1,6,4,0,0,0,0,0,,,0.0,0.0,0.4613,cold,1.0458,0,0,0.0
2024-06-26,S001,beverages,47,896.92,32.31,33.71,0.0691,Wuhan,2,office,L,315,2,6,4,0,0,0,0,0,,,0.0,0.0,0.5105,cold,1.036,0,0,0.0
2024-06-27,S001,beverages,54,1012.4,4.54,35.54,0.0693,Wuhan,2,office,L,315,3,6,4,0,0,0,0,0,,,0.0,0.0,0.2676,cold,1.0357,0,0,0.0
2024-06-28,S001,beverages,52,1055.13,23.93,30.96,0.0695,Wuhan,2,office,L,315,4,6,4,0,0,0,1,0,,,0.0,0.0,0.1641,cold,1.0602,0,0,0.0
2024-06-29,S001,beverages,63,1071.89,4.01,29.87,0.0511,Wuhan,2,office,L,315,5,6,5,1,0,0,1,0,,,0.0,0.0,0.2244,cold,0.9566,0,0,0.0
2024-06-30,S001,beverages,68,1135.63,15.31,34.18,0.0785,Wuhan,2,office,L,315,6,6,5,1,0,1,1,0,,,0.0,0.0,0.1187,cold,0.9453,1,0,0.0
2024-07-01,S001,beverages,53,832.61,14.17,28.42,0.0731,Wuhan,2,office,L,315,0,7,1,0,1,0,1,0,,,0.0,0.0,0.1468,cold,1.083,0,0,0.0
2024-07-02,S001,beverages,51,761.01,14.21,26.61,0.0721,Wuhan,2,office,L,315,1,7,1,0,0,0,1,0,,,0.0,0.0,0.1016,cold,1.0588,0,0,0.0
2024-07-03,S001,beverages,55,970.28,26.42,39.77,0.0769,Wuhan,2,office,L,315,2,7,1,0,0,0,1,0,,,0.0,0.0,0.5336,cold,1.0708,0,0,0.0
2024-07-04,S001,beverages,74,1161.65,20.72,26.64,0.0735,Wuhan,2,office,L,315,3,7,1,0,0,0,0,0,C8366,discount,0.212,0.0,0.1608,cold,1.0694,0,1,0.212
2024-07-05,S001,beverages,47,846.47,39.44,32.41,0.0765,Wuhan,2,office,L,315,4,7,1,0,0,0,0,0,,,0.0,0.0,0.2247,cold,1.0325,0,0,0.0
2024-07-06,S001,beverages,58,1000.5,14.77,29.59,0.0679,Wuhan,2,office,L,315,5,7,1,1,0,0,0,0,,,0.0,0.0,0.0,cold,0.9049,0,0,0.0
2024-07-07,S001,beverages,57,1025.48,24.33,32.56,0.0578,Wuhan,2,office,L,315,6,7,1,1,0,0,0,0,,,0.0,0.0,0.4198,cold,1.0028,0,0,0.0
2024-07-08,S001,beverages,43,799.35,9.48,36.97,0.0635,Wuhan,2,office,L,315,0,7,2,0,0,0,0,0,,,0.0,0.0,0.3992,cold,1.0519,0,0,0.0
2024-07-09,S001,beverages,43,841.35,5.43,35.81,0.0561,Wuhan,2,office,L,315,1,7,2,0,0,0,0,0,,,0.0,0.0,0.4922,cold,1.0726,0,0,0.0
2024-07-10,S001,beverages,54,913.78,10.41,30.03,0.0639,Wuhan,2,office,L,315,2,7,2,0,0,0,0,0,,,0.0,0.0,0.2279,cold,1.1489,1,0,0.0
2024-07-11,S001,beverages,41,769.29,24.71,34.62,0.0826,Wuhan,2,office,L,315,3,7,2,0,0,0,0,0,,,0.0,0.0,0.542,cold,1.1379,0,0,0.0
2024-07-12,S001,beverages,48,825.39,12.47,38.08,0.0613,Wuhan,2,office,L,315,4,7,2,0,0,0,0,0,,,0.0,0.0,0.2221,cold,1.0287,0,0,0.0
2024-07-13,S001,beverages,51,987.83,22.36,37.54,0.0642,Wuhan,2,office,L,315,5,7,2,1,0,0,0,0,,,0.0,0.0,0.4375,cold,0.9421,0,0,0.0
2024-07-14,S001,beverages,45,819.64,14.33,42.4,0.0624,Wuhan,2,office,L,315,6,7,2,1,0,0,0,0,,,0.0,0.0,0.4256,cold,0.8757,0,0,0.0
2024-07-15,S001,beverages,49,893.41,29.58,38.03,0.0745,Wuhan,2,office,L,315,0,7,3,0,0,0,1,0,,,0.0,0.0,0.2707,cold,1.0913,0,0,0.0
2024-07-16,S001,beverages,39,717.14,32.72,42.24,0.0916,Wuhan,2,office,L,315,1,7,3,0,0,0,1,0,,,0.0,0.0,0.5884,cold,1.0658,0,0,0.0
2024-07-17,S001,beverages,45,773.61,15.0,34.71,0.0532,Wuhan,2,office,L,315,2,7,3,0,0,0,0,0,,,0.0,0.0,0.3601,cold,1.078,0,0,0.0
2024-07-18,S001,beverages,42,776.32,22.62,33.77,0.0634,Wuhan,2,office,L,315,3,7,3,0,0,0,0,0,,,0.0,0.0,0.3846,cold,1.0556,0,0,0.0
2024-07-19,S001,beverages,59,919.39,27.79,29.94,0.0705,Wuhan,2,office,L,315,4,7,3,0,0,0,0,0,C8522,free_delivery,0.089,0.0,0.4872,cold,1.0475,0,1,0.089
2024-07-20,S001,beverages,57,951.71,5.27,26.42,0.0598,Wuhan,2,office,L,315,5,7,3,1,0,0,0,0,,,0.0,0.0,0.2914,cold,0.9994,1,0,0.0
2024-07-21,S001,beverages,84,1354.36,23.55,27.39,0.0579,Wuhan,2,office,L,315,6,7,3,1,0,0,0,0,C2578,coupon,0.252,1.0,0.3973,cold,0.9324,0,1,0.252
2024-07-22,S001,beverages,45,887.2,31.17,40.38,0.0792,Wuhan,2,office,L,315,0,7,4,0,0,0,0,0,,,0.0,0.0,0.6343,cold,1.0959,0,0,0.0
2024-07-23,S001,beverages,48,883.22,40.77,35.39,0.0705,Wuhan,2,office,L,315,1,7,4,0,0,0,0,0,,,0.0,0.0,0.5089,cold,1.0148,0,0,0.0
2024-07-24,S001,beverages,63,886.42,34.17,39.58,0.079,Wuhan,2,office,L,315,2,7,4,0,0,0,0,0,C8231,coupon,0.218,0.0,0.3714,cold,1.041,0,1,0.218
2024-07-25,S001,beverages,56,1069.53,19.11,31.43,0.0546,Wuhan,2,office,L,315,3,7,4,0,0,0,0,0,,,0.0,0.0,0.0797,cold,1.0161,0,0,0.0
2024-07-26,S001,beverages,41,737.48,16.7,39.21,0.0711,Wuhan,2,office,L,315,4,7,4,0,0,0,0,0,,,0.0,0.0,0.4127,cold,1.0383,0,0,0.0
2024-07-27,S001,beverages,47,832.12,20.54,36.19,0.0956,Wuhan,2,office,L,315,5,7,4,1,0,0,0,0,,,0.0,0.0,0.3557,cold,0.9936,0,0,0.0
2024-07-28,S001,beverages,50,918.04,34.57,38.76,0.0953,Wuhan,2,office,L,315,6,7,4,1,0,0,1,0,,,0.0,0.0,0.5676,cold,0.9581,0,0,0.0
2024-07-29,S001,beverages,44,804.35,16.86,37.52,0.0639,Wuhan,2,office,L,315,0,7,5,0,0,0,1,0,,,0.0,0.0,0.4345,cold,1.0206,0,0,0.0
2024-07-30,S001,beverages,43,819.43,38.89,36.24,0.0771,Wuhan,2,office,L,315,1,7,5,0,0,0,1,0,,,0.0,0.0,0.3253,cold,1.0853,0,0,0.0
2024-07-31,S001,beverages,43,725.48,16.56,36.46,0.077,Wuhan,2,office,L,315,2,7,5,0,0,1,1,0,,,0.0,0.0,0.4707,cold,1.0929,0,0,0.0
2024-08-01,S001,beverages,60,1134.74,15.78,32.35,0.0675,Wuhan,2,office,L,315,3,8,1,0,1,0,1,0,,,0.0,0.0,0.3391,mild,1.0707,0,0,0.0
2024-08-02,S001,beverages,58,1077.77,32.1,27.6,0.0694,Wuhan,2,office,L,315,4,8,1,0,0,0,1,0,,,0.0,0.0,0.7637,mild,1.0107,0,0,0.0
2024-08-03,S001,beverages,70,1301.05,35.76,44.24,0.0865,Wuhan,2,office,L,315,5,8,1,1,0,0,1,0,C3245,discount,0.05,0.0,0.9986,mild,0.9391,0,1,0.05
2024-08-04,S001,beverages,57,1082.79,26.02,31.21,0.0638,Wuhan,2,office,L,315,6,8,1,1,0,0,0,0,,,0.0,0.0,0.3976,mild,0.8392,0,0,0.0
2024-08-05,S001,beverages,38,638.46,28.05,31.52,0.0743,Wuhan,2,office,L,315,0,8,1,0,0,0,0,0,,,0.0,0.0,0.6568,mild,1.0335,0,0,0.0
2024-08-06,S001,beverages,42,817.36,33.01,39.2,0.0738,Wuhan,2,office,L,315,1,8,1,0,0,0,0,0,,,0.0,0.0,0.6859,mild,1.0,0,0,0.0
2024-08-07,S001,beverages,64,1137.16,31.43,42.78,0.0851,Wuhan,2,office,L,315,2,8,1,0,0,0,0,0,C2586,discount,0.154,0.0,0.4872,mild,1.0399,0,1,0.154
2024-08-08,S001,beverages,57,1059.76,33.55,42.91,0.0728,Wuhan,2,office,L,315,3,8,2,0,0,0,0,0,,,0.0,0.0,0.3093,mild,1.0786,0,0,0.0
2024-08-09,S001,beverages,46,838.27,42.48,38.3,0.0798,Wuhan,2,office,L,315,4,8,2,0,0,0,0,0,,,0.0,0.0,0.6442,mild,1.078,0,0,0.0
2024-08-10,S001,beverages,49,946.98,21.6,37.5,0.0687,Wuhan,2,office,L,315,5,8,2,1,0,0,0,0,,,0.0,0.0,0.2936,mild,0.9697,0,0,0.0
2024-08-11,S001,beverages,51,938.15,24.38,33.31,0.0713,Wuhan,2,office,L,315,6,8,2,1,0,0,0,0,,,0.0,0.0,0.5325,mild,0.9919,0,0,0.0
2024-08-12,S001,beverages,47,862.15,32.24,41.04,0.0636,Wuhan,2,office,L,315,0,8,2,0,0,0,0,0,,,0.0,0.0,0.8142,mild,1.1278,0,0,0.0
2024-08-13,S001,beverages,74,1231.59,46.11,34.36,0.0783,Wuhan,2,office,L,315,1,8,2,0,0,0,0,0,C2648,discount,0.234,1.0,0.403,mild,0.9825,0,1,0.234
2024-08-14,S001,beverages,64,1029.2,24.76,35.16,0.0719,Wuhan,2,office,L,315,2,8,2,0,0,0,0,0,C9509,bundle,0.121,0.0,0.6081,mild,1.0402,0,1,0.121
2024-08-15,S001,beverages,55,963.89,19.43,39.34,0.08,Wuhan,2,office,L,315,3,8,3,0,0,0,1,0,,,0.0,0.0,0.4414,mild,1.053,0,0,0.0
2024-08-16,S001,beverages,49,831.71,26.02,36.57,0.0641,Wuhan,2,office,L,315,4,8,3,0,0,0,1,0,,,0.0,0.0,0.4045,mild,1.0656,0,0,0.0
2024-08-17,S001,beverages,51,831.15,30.31,44.21,0.0796,Wuhan,2,office,L,315,5,8,3,1,0,0,0,0,,,0.0,0.0,0.6513,mild,0.9999,0,0,0.0
2024-08-18,S001,beverages,52,875.42,27.97,38.59,0.0747,Wuhan,2,office,L,315,6,8,3,1,0,0,0,0,,,0.0,0.0,0.6231,mild,0.8565,0,0,0.0
2024-08-19,S001,beverages,46,782.35,33.13,38.58,0.0789,Wuhan,2,office,L,315,0,8,3,0,0,0,0,0,,,0.0,0.0,0.7674,mild,1.008,0,0,0.0
2024-08-20,S001,beverages,45,790.5,29.97,35.9,0.0708,Wuhan,2,office,L,315,1,8,3,0,0,0,0,0,,,0.0,0.0,0.6992,mild,1.1288,0,0,0.0
2024-08-21,S001,beverages,50,873.7,26.81,38.51,0.0776,Wuhan,2,office,L,315,2,8,3,0,0,0,0,0,,,0.0,0.0,0.5307,mild,1.0679,0,0,0.0
2024-08-22,S001,beverages,70,1027.76,17.2,36.41,0.0551,Wuhan,2,office,L,315,3,8,4,0,0,0,0,0,C4104,bundle,0.169,0.0,0.627,mild,1.112,0,1,0.169
2024-08-23,S001,beverages,39,616.86,32.74,35.55,0.0809,Wuhan,2,office,L,315,4,8,4,0,0,0,0,0,,,0.0,0.0,0.6846,mild,1.0878,0,0,0.0
2024-08-24,S001,beverages,42,738.81,32.94,47.44,0.0713,Wuhan,2,office,L,315,5,8,4,1,0,0,0,0,,,0.0,0.0,0.8222,mild,0.956,0,0,0.0
2024-08-25,S001,beverages,46,824.39,34.7,38.45,0.0759,Wuhan,2,office,L,315,6,8,4,1,0,0,0,0,,,0.0,0.0,0.714,mild,0.9651,0,0,0.0
2024-08-26,S001,beverages,41,667.32,32.05,,0.0857,Wuhan,2,office,L,315,0,8,4,0,0,0,0,0,,,0.0,0.0,0.5736,mild,1.119,0,0,0.0
2024-08-27,S001,beverages,46,786.98,38.24,35.04,0.0718,Wuhan,2,office,L,315,1,8,4,0,0,0,0,0,,,0.0,0.0,0.5109,mild,1.0772,0,0,0.0
2024-08-28,S001,beverages,47,812.92,42.52,37.06,0.0742,Wuhan,2,office,L,315,2,8,4,0,0,0,1,0,,,0.0,0.0,0.5996,mild,1.1084,0,0,0.0
2024-08-29,S001,beverages,45,848.85,29.01,34.98,0.0631,Wuhan,2,office,L,315,3,8,5,0,0,0,1,0,,,0.0,0.0,0.732,mild,0.9493,0,0,0.0
2024-08-30,S001,beverages,42,717.66,36.49,44.26,0.062,Wuhan,2,office,L,315,4,8,5,0,0,0,1,0,,,0.0,0.0,0.7795,mild,1.0886,0,0,0.0
2024-08-31,S001,beverages,55,934.78,16.89,43.46,0.0589,Wuhan,2,office,L,315,5,8,5,1,0,1,1,0,,,0.0,0.0,0.6884,mild,0.9434,0,0,0.0
2024-09-01,S001,beverages,62,1111.29,34.98,32.51,0.0741,Wuhan,2,office,L,315,6,9,1,1,1,0,1,0,,,0.0,0.0,0.6971,mild,0.8995,0,0,0.0
2024-09-02,S001,beverages,40,676.54,35.61,41.29,0.0711,Wuhan,2,office,L,315,0,9,1,0,0,0,1,0,,,0.0,0.0,0.5462,mild,1.1303,0,0,0.0
2024-09-03,S001,beverages,45,729.9,32.89,28.85,0.0651,Wuhan,2,office,L,315,1,9,1,0,0,0,1,0,,,0.0,0.0,0.7886,mild,1.0495,0,0,0.0
2024-09-04,S001,beverages,36,671.62,50.47,47.57,0.0983,Wuhan,2,office,L,315,2,9,1,0,0,0,0,0,,,0.0,0.0,0.9249,mild,0.9831,0,0,0.0
2024-09-05,S001,beverages,43,714.66,31.56,41.89,0.0712,Wuhan,2,office,L,315,3,9,1,0,0,0,0,0,,,0.0,0.0,0.7539,mild,1.0792,0,0,0.0
2024-09-06,S001,beverages,44,911.0,28.79,33.13,0.0816,Wuhan,2,office,L,315,4,9,1,0,0,0,0,0,,,0.0,0.0,0.4402,mild,1.038,0,0,0.0
2024-09-07,S001,beverages,71,1231.29,33.69,38.91,0.1086,Wuhan,2,office,L,315,5,9,1,1,0,0,0,0,C1844,coupon,0.115,0.0,0.6391,mild,0.9888,0,1,0.115
2024-09-08,S001,beverages,70,1158.79,29.07,35.6,0.0724,Wuhan,2,office,L,315,6,9,2,1,0,0,0,0,C1464,bundle,0.171,0.0,0.8395,mild,0.9563,0,1,0.171
2024-09-09,S001,beverages,43,828.13,45.21,47.6,0.0768,Wuhan,2,office,L,315,0,9,2,0,0,0,0,0,,,0.0,0.0,0.7684,mild,1.1016,0,0,0.0
2024-09-10,S001,beverages,37,660.34,34.2,45.16,0.103,Wuhan,2,office,L,315,1,9,2,0,0,0,0,0,,,0.0,0.0,0.8775,mild,1.0099,0,0,0.0
2024-09-11,S001,beverages,41,694.26,30.07,40.6,0.0606,Wuhan,2,office,L,315,2,9,2,0,0,0,0,0,,,0.0,0.0,0.8741,mild,1.0872,0,0,0.0
2024-09-12,S001,beverages,46,841.72,35.13,38.31,0.0822,Wuhan,2,office,L,315,3,9,2,0,0,0,0,0,,,0.0,0.0,0.7184,mild,1.1296,0,0,0.0
2024-09-13,S001,beverages,41,741.56,45.56,33.79,0.0889,Wuhan,2,office,L,315,4,9,2,0,0,0,0,0,,,0.0,0.0,0.8953,mild,1.0938,0,0,0.0
2024-09-14,S001,beverages,73,1165.41,34.28,33.6,0.0715,Wuhan,2,office,L,315,5,9,2,1,0,0,0,0,C3141,bundle,0.254,0.0,0.7691,mild,0.9239,0,1,0.254
2024-09-15,S001,beverages,56,1061.54,46.66,48.03,0.0837,Wuhan,2,office,L,315,6,9,3,1,0,0,1,1,,,0.0,0.0,1.0,mild,1.0669,0,0,0.0
2024-09-16,S001,beverages,49,938.84,58.43,40.57,0.0866,Wuhan,2,office,L,315,0,9,3,0,0,0,1,1,,,0.0,0.0,1.0,mild,1.183,0,0,0.0
2024-09-17,S001,beverages,54,1018.37,26.46,37.21,0.0776,Wuhan,2,office,L,315,1,9,3,0,0,0,0,1,,,0.0,0.0,0.81,mild,1.131,0,0,0.0
2024-09-18,S001,beverages,41,723.6,32.77,30.86,0.078,Wuhan,2,office,L,315,2,9,3,0,0,0,0,0,,,0.0,0.0,0.779,mild,1.0465,0,0,0.0
2024-09-19,S001,beverages,58,897.92,43.31,45.18,0.087,Wuhan,2,office,L,315,3,9,3,0,0,0,0,0,C8712,discount,0.304,0.0,1.0,mild,1.082,0,1,0.304
2024-09-20,S001,beverages,36,625.61,39.48,44.98,0.0865,Wuhan,2,office,L,315,4,9,3,0,0,0,0,0,,,0.0,0.0,0.9999,mild,1.0888,0,0,0.0
2024-09-21,S001,beverages,45,670.61,30.19,42.09,0.0684,Wuhan,2,office,L,315,5,9,3,1,0,0,0,0,,,0.0,0.0,0.9926,mild,0.9554,0,0,0.0
2024-09-22,S001,beverages,42,802.4,38.64,41.9,0.0935,Wuhan,2,office,L,315,6,9,4,1,0,0,0,0,,,0.0,0.0,1.0,mild,0.9565,0,0,0.0
2024-09-23,S001,beverages,32,550.81,42.63,43.82,0.0859,Wuhan,2,office,L,315,0,9,4,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0509,0,0,0.0
2024-09-24,S001,beverages,44,747.97,42.21,40.05,0.0885,Wuhan,2,office,L,315,1,9,4,0,0,0,0,0,,,0.0,0.0,0.9608,mild,1.0456,0,0,0.0
2024-09-25,S001,beverages,55,932.61,38.6,41.85,0.0902,Wuhan,2,office,L,315,2,9,4,0,0,0,0,0,C9527,discount,0.136,0.0,0.828,mild,1.0503,0,1,0.136
2024-09-26,S001,beverages,40,691.78,28.69,46.44,0.096,Wuhan,2,office,L,315,3,9,4,0,0,0,0,0,,,0.0,0.0,0.7797,mild,1.0806,0,0,0.0
2024-09-27,S001,beverages,40,673.99,46.13,35.17,0.1033,Wuhan,2,office,L,315,4,9,4,0,0,0,0,0,,,0.0,0.0,1.0,mild,0.966,0,0,0.0
2024-09-28,S001,beverages,76,1094.36,41.68,42.52,0.0709,Wuhan,2,office,L,315,5,9,4,1,0,0,1,0,C1936,coupon,0.162,0.0,0.8067,mild,0.9681,0,1,0.162
2024-09-29,S001,beverages,49,807.93,44.24,38.17,0.0859,Wuhan,2,office,L,315,6,9,5,1,0,0,1,0,,,0.0,0.0,0.8774,mild,0.9459,1,0,0.0
2024-09-30,S001,beverages,44,787.8,46.73,37.79,0.0765,Wuhan,2,office,L,315,0,9,5,0,0,1,1,0,,,0.0,0.0,1.0,mild,1.0692,0,0,0.0
2024-10-01,S001,beverages,46,825.08,36.24,50.51,0.1001,Wuhan,2,office,L,315,1,10,1,0,1,0,1,1,,,0.0,0.0,1.0,mild,1.1967,0,0,0.0
2024-10-02,S001,beverages,52,895.68,44.98,46.24,0.0968,Wuhan,2,office,L,315,2,10,1,0,0,0,1,1,,,0.0,0.0,1.0,mild,1.1517,0,0,0.0
2024-10-03,S001,beverages,54,1052.86,21.81,40.58,0.0518,Wuhan,2,office,L,315,3,10,1,0,0,0,1,1,,,0.0,0.0,0.7556,mild,1.1226,0,0,0.0
2024-10-04,S001,beverages,54,937.34,34.92,38.13,0.0811,Wuhan,2,office,L,315,4,10,1,0,0,0,0,1,,,0.0,0.0,0.7627,mild,1.2158,0,0,0.0
2024-10-05,S001,beverages,58,1003.94,35.84,38.17,0.0971,Wuhan,2,office,L,315,5,10,1,1,0,0,0,1,,,0.0,0.0,0.8635,mild,1.0482,0,0,0.0
2024-10-06,S001,beverages,53,987.35,39.74,44.27,0.0834,Wuhan,2,office,L,315,6,10,1,1,0,0,0,1,,,0.0,0.0,0.9407,mild,1.0067,0,0,0.0
2024-10-07,S001,beverages,48,867.46,36.34,36.9,0.0848,Wuhan,2,office,L,315,0,10,1,0,0,0,0,1,,,0.0,0.0,1.0,mild,1.1802,0,0,0.0
2024-10-08,S001,beverages,39,685.77,45.12,39.82,0.093,Wuhan,2,office,L,315,1,10,2,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0697,0,0,0.0
2024-10-09,S001,beverages,71,1037.48,48.17,39.47,0.0831,Wuhan,2,office,L,315,2,10,2,0,0,0,0,0,C3218,coupon,0.309,1.0,1.0,mild,1.0633,0,1,0.309
2024-10-10,S001,beverages,38,725.59,49.74,36.98,0.0921,Wuhan,2,office,L,315,3,10,2,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0693,0,0,0.0
2024-10-11,S001,beverages,46,757.15,35.19,39.33,0.0865,Wuhan,2,office,L,315,4,10,2,0,0,0,0,0,,,0.0,0.0,0.8885,mild,1.1172,0,0,0.0
2024-10-12,S001,beverages,48,904.87,37.7,41.56,0.082,Wuhan,2,office,L,315,5,10,2,1,0,0,0,0,,,0.0,0.0,0.6866,mild,0.9229,0,0,0.0
2024-10-13,S001,beverages,54,992.06,46.59,32.14,0.0795,Wuhan,2,office,L,315,6,10,2,1,0,0,0,0,,,0.0,0.0,1.0,mild,0.9398,0,0,0.0
2024-10-14,S001,beverages,36,631.2,42.38,40.67,0.08,Wuhan,2,office,L,315,0,10,2,0,0,0,0,0,,,0.0,0.0,1.0,mild,1.0593,0,0,0.0
2024-10-15,S001,beverages,46,800.94,38.48,42.81,0.0848,Wuhan,2,office,L,315,1,10,3,0,0,0,1,0,,,0.0,0.0,1.0,mild,1.0367,0,0,0.0
2024-10-16,S001,beverages,48,814.98,38.44,41.65,0.0829,Wuhan,2,office,L,315,2,10,3,0,0,0,1,0,,,0.0,0.0,1.0,mild,1.0025,0,0,0.0
