date,store_id,category,orders,gmv,stockout_minutes,avg_delivery_time,refund_rate
2024-10-19,S014,household,15,471.59,42.24,39.59,0.082
2024-10-20,S014,household,24,715.03,26.39,37.44,0.069
2024-10-21,S014,household,21,746.31,39.92,39.11,0.0626
2024-10-22,S014,household,19,681.92,43.34,35.58,0.0902
2024-10-23,S014,household,34,986.8,22.91,38.08,0.0801
2024-10-24,S014,household,12,404.28,35.84,40.84,0.0736
2024-10-25,S014,household,16,540.05,47.34,43.03,0.0752
2024-10-26,S014,household,32,795.02,43.51,39.86,0.0879
2024-10-27,S014,household,24,825.52,25.91,39.26,0.0748
2024-10-28,S014,household,21,757.22,38.39,33.3,0.074
2024-10-29,S014,household,23,767.7,25.11,33.36,0.047
2024-10-30,S014,household,26,876.94,29.49,30.3,0.0662
2024-10-31,S014,household,25,851.73,33.39,38.44,0.0677
2024-11-01,S014,household,22,711.24,48.87,33.28,0.0636
2024-11-02,S014,household,24,813.81,28.82,41.61,0.0723
2024-11-03,S014,household,22,806.41,30.66,43.29,0.0984
2024-11-04,S014,household,20,699.89,31.88,31.98,0.0623
2024-11-05,S014,household,24,747.57,23.63,34.51,0.0592
2024-11-06,S014,household,17,550.63,46.5,37.2,0.0778
2024-11-07,S014,household,23,736.43,49.77,33.84,0.0864
2024-11-08,S014,household,18,556.61,42.73,35.14,0.0784
2024-11-09,S014,household,25,788.71,40.2,34.37,0.0735
2024-11-10,S014,household,19,557.24,22.98,33.99,0.0688
2024-11-11,S014,household,14,461.52,35.3,43.85,0.0779
2024-11-12,S014,household,18,616.62,41.05,38.42,0.0869
2024-11-13,S014,household,18,533.93,47.06,41.1,0.0853
2024-11-14,S014,household,22,700.63,44.76,37.75,0.0892
2024-11-15,S014,household,24,762.88,27.62,40.4,0.0729
2024-11-16,S014,household,21,652.51,37.63,41.23,0.0879
2024-11-17,S014,household,28,815.87,25.7,37.22,0.0763
2024-11-18,S014,household,17,595.16,35.61,41.3,0.0672
2024-11-19,S014,household,21,603.12,41.46,32.31,0.0589
2024-11-20,S014,household,25,912.84,31.76,36.03,0.0731
2024-11-21,S014,household,26,939.81,36.41,32.92,0.0823
2024-11-22,S014,household,22,649.06,35.84,37.54,0.0823
2024-11-23,S014,household,27,880.41,46.06,40.82,0.0881
2024-11-24,S014,household,26,830.15,42.28,35.61,0.0956
2024-11-25,S014,household,16,579.45,62.13,37.54,0.1023
2024-11-26,S014,household,14,443.84,34.15,49.74,0.0888
2024-11-27,S014,household,20,676.63,40.85,42.07,0.0927
2024-11-28,S014,household,16,528.24,54.98,42.9,0.1076
2024-11-29,S014,household,17,547.75,33.42,40.15,0.0692
2024-11-30,S014,household,29,872.09,25.24,35.53,0.0708
2024-12-01,S014,household,24,799.93,10.22,35.69,
2024-12-02,S014,household,17,576.84,45.59,37.86,0.0698
2024-12-03,S014,household,14,486.84,38.04,38.57,0.0825
2024-12-04,S014,household,19,692.8,24.32,39.95,0.0689
2024-12-05,S014,household,18,532.67,41.38,40.02,0.0894
2024-12-06,S014,household,14,529.33,48.38,40.98,0.0922
2024-12-07,S014,household,25,862.88,46.67,39.98,0.0779
2024-12-08,S014,household,30,978.77,48.01,39.34,0.0712
2024-12-09,S014,household,21,656.71,64.66,37.48,0.0881
2024-12-10,S014,household,21,746.55,54.45,30.13,0.0986
2024-12-11,S014,household,22,774.69,33.24,41.56,0.0797
2024-12-12,S014,household,17,478.24,40.55,38.53,0.0839
2024-12-13,S014,household,17,567.9,31.86,47.04,0.0909
2024-12-14,S014,household,32,1077.79,36.24,25.16,0.0779
2024-12-15,S014,household,20,664.24,52.98,49.43,0.0953
2024-12-16,S014,household,17,511.37,55.59,43.06,0.098
2024-12-17,S014,household,27,846.15,52.51,34.51,0.0846
2024-12-18,S014,household,22,741.9,41.42,39.68,0.0928
2024-12-19,S014,household,17,546.91,44.48,47.7,0.093
2024-12-20,S014,household,17,484.59,40.03,44.86,0.0869
2024-12-21,S014,household,28,740.28,26.09,36.53,0.082
2024-12-22,S014,household,22,755.98,44.4,38.83,0.0969
2024-12-23,S014,household,22,663.14,46.13,36.89,0.0684
2024-12-24,S014,household,19,659.0,38.87,43.97,0.0841
2024-12-25,S014,household,10,361.72,43.6,48.04,0.0891
2024-12-26,S014,household,21,699.31,44.94,36.79,0.0851
2024-12-27,S014,household,16,493.42,39.63,35.43,0.0975
2024-12-28,S014,household,26,768.91,50.03,37.0,0.0924
2024-12-29,S014,household,30,1013.49,36.49,42.27,0.0788
2024-12-30,S014,household,22,688.79,47.16,39.46,0.0703
2024-01-01,S014,ready_to_eat,65,1458.9,29.96,36.89,0.0622
2024-01-02,S014,ready_to_eat,49,1261.25,47.4,43.82,0.0955
2024-01-03,S014,ready_to_eat,46,1051.36,47.25,41.3,0.1073
2024-01-04,S014,ready_to_eat,45,1044.75,36.59,42.27,0.0885
2024-01-05,S014,ready_to_eat,47,1186.3,29.34,40.79,0.0707
2024-01-06,S014,ready_to_eat,80,1811.27,31.6,40.22,0.0616
2024-01-07,S014,ready_to_eat,49,1045.37,46.96,40.68,0.0813
2024-01-08,S014,ready_to_eat,50,1243.54,33.56,41.29,0.0796
2024-01-09,S014,ready_to_eat,44,1025.92,53.44,41.25,0.0936
2024-01-10,S014,ready_to_eat,78,1613.21,22.67,41.83,0.0829
2024-01-11,S014,ready_to_eat,44,1047.33,48.4,41.02,0.0847
2024-01-12,S014,ready_to_eat,43,1058.46,41.96,42.57,0.0819
2024-01-13,S014,ready_to_eat,59,1465.6,31.13,52.09,0.0841
2024-01-14,S014,ready_to_eat,54,1265.84,32.69,32.29,0.0635
2024-01-15,S014,ready_to_eat,44,1026.98,36.89,40.14,0.0981
2024-01-16,S014,ready_to_eat,64,1339.28,34.83,44.15,0.0792
2024-01-17,S014,ready_to_eat,48,977.82,38.77,40.8,0.0997
2024-01-18,S014,ready_to_eat,51,1148.07,28.7,32.31,0.0626
2024-01-19,S014,ready_to_eat,49,1195.46,51.24,41.01,0.0806
2024-01-20,S014,ready_to_eat,54,1280.6,36.17,33.39,0.084
2024-01-21,S014,ready_to_eat,63,1536.89,33.22,36.59,0.076
2024-01-22,S014,ready_to_eat,53,1399.66,36.32,38.97,0.0859
2024-01-23,S014,ready_to_eat,47,1078.17,39.36,40.92,0.1071
2024-01-24,S014,ready_to_eat,78,1776.94,34.01,33.03,0.0801
2024-01-25,S014,ready_to_eat,46,1094.69,45.56,40.42,0.0962
2024-01-26,S014,ready_to_eat,38,1069.45,54.24,47.23,0.1037
2024-01-27,S014,ready_to_eat,86,1915.64,44.37,39.59,0.0827
2024-01-28,S014,ready_to_eat,68,1628.35,35.4,30.73,0.0731
2024-01-29,S014,ready_to_eat,78,1639.63,32.9,37.73,0.0669
2024-01-30,S014,ready_to_eat,52,1340.33,36.94,40.48,0.0955
2024-01-31,S014,ready_to_eat,56,1401.18,34.44,37.98,0.0869
2024-02-01,S014,ready_to_eat,40,970.23,54.86,41.14,0.0875
2024-02-02,S014,ready_to_eat,57,1370.43,21.05,36.09,0.0685
2024-02-03,S014,ready_to_eat,60,1477.94,40.09,38.81,0.0955
2024-02-04,S014,ready_to_eat,58,1295.68,33.74,28.44,0.0719
2024-02-05,S014,ready_to_eat,60,1557.63,20.33,30.18,0.0488
2024-02-06,S014,ready_to_eat,52,1206.82,23.58,37.51,0.07
2024-02-07,S014,ready_to_eat,50,1239.12,40.79,35.12,0.0838
2024-02-08,S014,ready_to_eat,51,1309.29,33.25,38.61,0.0654
2024-02-09,S014,ready_to_eat,51,1215.79,22.77,41.82,0.0798
2024-02-10,S014,ready_to_eat,101,2287.97,45.65,36.05,0.1029
2024-02-11,S014,ready_to_eat,109,2276.15,38.29,40.33,0.0821
2024-02-12,S014,ready_to_eat,66,1622.87,26.13,38.77,0.0633
2024-02-13,S014,ready_to_eat,65,1648.96,28.17,40.62,0.0622
2024-02-14,S014,ready_to_eat,62,1442.41,40.57,42.58,0.085
2024-02-15,S014,ready_to_eat,55,1544.93,40.77,37.76,0.0834
2024-02-16,S014,ready_to_eat,61,1507.84,34.13,30.71,0.0813
2024-02-17,S014,ready_to_eat,62,1428.18,34.99,42.64,0.0715
2024-02-18,S014,ready_to_eat,63,1515.73,36.47,35.22,0.082
2024-02-19,S014,ready_to_eat,60,1584.06,23.03,28.68,0.0763
2024-02-20,S014,ready_to_eat,81,1505.85,58.75,41.41,0.0816
2024-02-21,S014,ready_to_eat,55,1261.22,8.96,32.15,0.0697
2024-02-22,S014,ready_to_eat,55,1243.76,38.7,37.41,0.0542
2024-02-23,S014,ready_to_eat,50,1260.21,37.63,36.08,0.0712
2024-02-24,S014,ready_to_eat,60,1325.66,45.74,41.02,0.0761
2024-02-25,S014,ready_to_eat,65,1456.41,22.61,36.99,0.0762
2024-02-26,S014,ready_to_eat,81,1756.33,15.28,32.44,0.0655
2024-02-27,S014,ready_to_eat,60,1524.77,33.59,31.48,0.0668
2024-02-28,S014,ready_to_eat,58,1395.56,27.54,40.54,0.0641
2024-02-29,S014,ready_to_eat,61,1302.48,31.31,31.56,0.0657
2024-03-01,S014,ready_to_eat,59,1595.19,39.96,33.97,0.066
2024-03-02,S014,ready_to_eat,68,1652.88,21.42,37.28,0.0719
2024-03-03,S014,ready_to_eat,64,1594.77,29.74,32.73,0.0728
2024-03-04,S014,ready_to_eat,57,1348.74,39.45,40.13,0.0949
2024-03-05,S014,ready_to_eat,58,1366.48,26.94,31.4,0.0632
2024-03-06,S014,ready_to_eat,58,1368.63,28.01,37.4,0.0561
2024-03-07,S014,ready_to_eat,55,1208.13,21.04,40.37,0.0752
2024-03-08,S014,ready_to_eat,47,1065.81,38.96,38.08,0.0772
2024-03-09,S014,ready_to_eat,63,1493.14,31.9,36.62,0.0716
2024-03-10,S014,ready_to_eat,57,1304.69,36.62,37.3,0.0716
2024-03-11,S014,ready_to_eat,58,1533.05,19.49,34.83,0.0737
2024-03-12,S014,ready_to_eat,59,1452.86,28.2,33.92,0.0588
2024-03-13,S014,ready_to_eat,61,1686.58,18.19,33.11,0.0395
2024-03-14,S014,ready_to_eat,63,1528.74,41.56,37.28,0.0837
2024-03-15,S014,ready_to_eat,62,1381.74,35.38,33.22,0.0864
2024-03-16,S014,ready_to_eat,71,1825.2,13.87,33.18,0.056
2024-03-17,S014,ready_to_eat,64,1577.89,30.74,39.26,0.0873
2024-03-18,S014,ready_to_eat,58,1334.67,9.25,30.58,0.0622
2024-03-19,S014,ready_to_eat,67,1596.39,16.66,29.82,0.0896
2024-03-20,S014,ready_to_eat,64,1564.11,26.11,33.35,0.0675
2024-03-21,S014,ready_to_eat,80,1947.37,19.09,40.45,0.0777
2024-03-22,S014,ready_to_eat,77,1780.34,30.61,35.41,0.0509
2024-03-23,S014,ready_to_eat,62,1733.07,19.16,39.09,0.0796
2024-03-24,S014,ready_to_eat,69,1793.33,31.3,31.59,0.0735
2024-03-25,S014,ready_to_eat,58,1351.03,23.35,36.75,0.0855
2024-03-26,S014,ready_to_eat,64,1502.09,33.43,29.86,0.0832
2024-03-27,S014,ready_to_eat,51,1219.61,43.17,35.58,0.0831
2024-03-28,S014,ready_to_eat,66,1566.47,26.36,34.62,0.08
2024-03-29,S014,ready_to_eat,68,1647.47,20.96,35.35,0.0822
2024-03-30,S014,ready_to_eat,80,1955.3,0.0,20.69,0.0549
2024-03-31,S014,ready_to_eat,65,1363.17,23.81,38.26,0.0694
2024-04-01,S014,ready_to_eat,61,1274.31,46.46,36.15,0.0784
2024-04-02,S014,ready_to_eat,69,1547.19,27.82,30.55,0.0632
2024-04-03,S014,ready_to_eat,65,1589.84,28.44,30.06,0.0702
2024-04-04,S014,ready_to_eat,68,1627.0,17.17,34.69,0.0629
2024-04-05,S014,ready_to_eat,65,1663.25,20.32,35.9,0.0705
2024-04-06,S014,ready_to_eat,70,1751.37,0.75,34.23,0.0676
2024-04-07,S014,ready_to_eat,66,1542.9,15.12,33.29,0.0682
2024-04-08,S014,ready_to_eat,78,1606.31,37.21,37.29,0.0854
2024-04-09,S014,ready_to_eat,95,1841.24,24.51,32.48,0.0531
2024-04-10,S014,ready_to_eat,97,2082.09,20.76,28.84,0.0637
2024-04-11,S014,ready_to_eat,56,1298.03,6.52,32.09,0.0467
2024-04-12,S014,ready_to_eat,63,1452.83,17.46,32.47,0.0708
2024-04-13,S014,ready_to_eat,66,1556.39,25.04,30.24,0.0745
2024-04-14,S014,ready_to_eat,67,1709.27,22.57,38.86,0.07
2024-04-15,S014,ready_to_eat,62,1606.4,13.29,23.29,0.0489
2024-04-16,S014,ready_to_eat,60,1344.92,36.34,35.28,0.0622
2024-04-17,S014,ready_to_eat,95,2162.24,30.01,37.94,0.0608
2024-04-18,S014,ready_to_eat,57,1414.32,24.25,34.02,0.0501
2024-04-19,S014,ready_to_eat,66,1576.55,7.01,30.4,0.0556
2024-04-20,S014,ready_to_eat,93,2169.34,14.26,34.08,0.0644
2024-04-21,S014,ready_to_eat,64,1543.86,27.31,35.85,0.0609
2024-04-22,S014,ready_to_eat,59,1337.57,21.42,35.63,0.0787
2024-04-23,S014,ready_to_eat,69,1726.75,6.25,25.5,0.0485
2024-04-24,S014,ready_to_eat,66,1580.61,17.42,31.24,0.0635
2024-04-25,S014,ready_to_eat,87,2026.96,28.29,29.67,0.069
2024-04-26,S014,ready_to_eat,88,1734.3,19.95,31.8,0.0587
2024-04-27,S014,ready_to_eat,68,1784.27,29.82,27.77,0.0551
2024-04-28,S014,ready_to_eat,72,1644.89,17.66,35.31,0.0664
2024-04-29,S014,ready_to_eat,60,1492.27,27.5,30.97,0.0737
2024-04-30,S014,ready_to_eat,69,1706.23,17.95,34.13,0.0758
2024-05-01,S014,ready_to_eat,74,1661.39,17.7,28.87,0.0714
2024-05-02,S014,ready_to_eat,86,2112.16,21.25,23.67,0.0627
2024-05-03,S014,ready_to_eat,83,1950.63,21.39,33.7,0.0698
2024-05-04,S014,ready_to_eat,101,2255.7,6.23,26.81,0.0588
2024-05-05,S014,ready_to_eat,76,1727.34,4.58,25.1,0.0777
2024-05-06,S014,ready_to_eat,63,1593.37,11.16,32.74,0.0661
2024-05-07,S014,ready_to_eat,57,1447.28,21.34,31.02,0.0767
2024-05-08,S014,ready_to_eat,61,1317.4,20.25,35.83,0.0762
2024-05-09,S014,ready_to_eat,64,1697.49,3.59,31.92,0.0622
2024-05-10,S014,ready_to_eat,59,1410.43,21.79,32.35,0.0658
2024-05-11,S014,ready_to_eat,70,1682.02,17.89,31.72,0.0405
2024-05-12,S014,ready_to_eat,76,2010.43,6.14,31.38,0.0585
2024-05-13,S014,ready_to_eat,60,1578.99,18.93,38.99,0.055
2024-05-14,S014,ready_to_eat,57,1344.33,29.47,28.4,0.0762
2024-05-15,S014,ready_to_eat,72,1800.11,18.57,22.06,0.0443
2024-05-16,S014,ready_to_eat,93,2117.34,6.09,32.43,0.0592
2024-05-17,S014,ready_to_eat,57,1301.44,28.12,36.93,0.085
2024-05-18,S014,ready_to_eat,78,1872.76,17.82,30.06,0.0472
2024-05-19,S014,ready_to_eat,70,1458.23,13.54,31.06,0.0665
2024-05-20,S014,ready_to_eat,56,1517.28,24.24,27.53,0.0694
2024-05-21,S014,ready_to_eat,87,1814.34,7.12,32.51,0.0698
2024-05-22,S014,ready_to_eat,64,1344.69,12.85,36.69,0.0882
2024-05-23,S014,ready_to_eat,61,1400.63,20.55,28.08,0.0837
2024-05-24,S014,ready_to_eat,65,1626.69,12.21,34.58,0.0766
2024-05-25,S014,ready_to_eat,76,1705.3,0.0,30.78,0.0429
2024-05-26,S014,ready_to_eat,70,1741.49,31.68,32.21,0.0879
2024-05-27,S014,ready_to_eat,60,1577.93,8.62,27.63,0.0565
2024-05-28,S014,ready_to_eat,62,1332.72,20.84,29.43,0.0611
2024-05-29,S014,ready_to_eat,65,1603.69,24.3,29.28,0.0702
2024-05-30,S014,ready_to_eat,70,1630.43,13.75,28.32,0.0654
2024-05-31,S014,ready_to_eat,62,1498.39,18.22,32.12,0.0709
2024-06-01,S014,ready_to_eat,76,1829.64,14.92,25.35,0.0642
2024-06-02,S014,ready_to_eat,73,1762.21,14.88,30.22,0.0607
2024-06-03,S014,ready_to_eat,65,1562.26,20.89,29.02,0.0552
2024-06-04,S014,ready_to_eat,59,1309.46,15.68,29.22,0.0686
2024-06-05,S014,ready_to_eat,63,1408.77,19.81,34.93,0.0629
2024-06-06,S014,ready_to_eat,74,1744.88,39.5,29.72,0.0753
2024-06-07,S014,ready_to_eat,57,1227.96,21.55,26.71,0.0697
2024-06-08,S014,ready_to_eat,94,1861.12,26.61,36.44,0.0672
2024-06-09,S014,ready_to_eat,70,1689.38,28.7,35.89,0.0813
2024-06-10,S014,ready_to_eat,70,1939.48,19.73,33.38,0.0686
2024-06-11,S014,ready_to_eat,59,1427.87,22.4,33.73,0.0658
2024-06-12,S014,ready_to_eat,63,1465.47,16.33,33.29,0.0512
2024-06-13,S014,ready_to_eat,75,1858.49,27.57,36.65,0.069
2024-06-14,S014,ready_to_eat,66,1795.24,12.46,26.15,0.0447
2024-06-15,S014,ready_to_eat,73,1744.41,13.11,30.34,0.0714
2024-06-16,S014,ready_to_eat,72,1514.24,11.5,31.89,0.0594
2024-06-17,S014,ready_to_eat,55,1349.74,24.61,30.49,0.0671
2024-06-18,S014,ready_to_eat,79,1967.57,8.59,30.52,0.0486
2024-06-19,S014,ready_to_eat,59,1364.85,33.27,32.69,0.0649
2024-06-20,S014,ready_to_eat,58,1249.63,17.74,31.05,0.055
2024-06-21,S014,ready_to_eat,64,1679.77,23.28,25.23,0.07
2024-06-22,S014,ready_to_eat,62,1356.39,29.63,35.16,0.0856
2024-06-23,S014,ready_to_eat,71,1710.43,15.2,40.37,0.0581
2024-06-24,S014,ready_to_eat,53,1253.66,34.27,36.78,0.0791
2024-06-25,S014,ready_to_eat,82,1715.45,5.45,27.32,0.0372
2024-06-26,S014,ready_to_eat,59,1457.24,13.55,24.77,0.0408
2024-06-27,S014,ready_to_eat,54,1312.16,15.43,37.97,0.0669
2024-06-28,S014,ready_to_eat,65,1773.24,13.21,36.15,0.0829
2024-06-29,S014,ready_to_eat,98,2082.85,6.01,30.39,0.0553
2024-06-30,S014,ready_to_eat,74,1911.31,13.88,25.39,0.0689
2024-07-01,S014,ready_to_eat,66,1597.79,17.06,28.67,0.0689
2024-07-02,S014,ready_to_eat,84,1924.74,7.02,36.83,0.0677
2024-07-03,S014,ready_to_eat,92,2012.66,9.18,33.55,0.0767
2024-07-04,S014,ready_to_eat,73,1599.7,6.29,31.62,0.041
2024-07-05,S014,ready_to_eat,88,1806.43,14.45,35.6,0.0838
2024-07-06,S014,ready_to_eat,65,1499.33,16.75,32.2,0.076
2024-07-07,S014,ready_to_eat,68,1500.38,21.83,28.84,0.0542
2024-07-08,S014,ready_to_eat,53,1318.17,29.27,37.21,0.0849
2024-07-09,S014,ready_to_eat,65,1323.85,3.95,31.74,0.068
2024-07-10,S014,ready_to_eat,59,1313.16,2.27,30.36,0.0707
2024-07-11,S014,ready_to_eat,54,1233.43,18.88,38.46,0.072
2024-07-12,S014,ready_to_eat,62,1482.04,19.07,33.16,0.079
2024-07-13,S014,ready_to_eat,64,1676.6,13.63,31.52,0.0465
2024-07-14,S014,ready_to_eat,65,1482.88,4.74,29.16,0.0498
2024-07-15,S014,ready_to_eat,60,1423.84,15.29,37.29,0.0597
2024-07-16,S014,ready_to_eat,57,1320.02,30.44,35.72,0.094
2024-07-17,S014,ready_to_eat,60,1430.19,27.59,31.02,0.0858
2024-07-18,S014,ready_to_eat,62,1569.23,15.04,16.77,0.0553
2024-07-19,S014,ready_to_eat,53,1186.86,26.76,35.29,0.0766
2024-07-20,S014,ready_to_eat,64,1504.21,8.71,32.61,0.0568
2024-07-21,S014,ready_to_eat,64,1434.94,21.6,35.84,0.0641
2024-07-22,S014,ready_to_eat,50,1190.3,14.85,38.03,0.0604
2024-07-23,S014,ready_to_eat,49,1113.35,16.74,35.86,0.0568
2024-07-24,S014,ready_to_eat,55,1342.66,19.09,37.37,0.0748
2024-07-25,S014,ready_to_eat,86,1902.05,16.62,35.79,
2024-07-26,S014,ready_to_eat,56,1318.83,14.37,34.42,0.0575
2024-07-27,S014,ready_to_eat,69,1821.01,4.44,25.02,0.0588
2024-07-28,S014,ready_to_eat,72,1934.51,21.98,28.84,0.065
2024-07-29,S014,ready_to_eat,61,1475.92,3.55,27.04,0.0679
2024-07-30,S014,ready_to_eat,70,1664.06,18.68,29.8,0.0577
2024-07-31,S014,ready_to_eat,62,1532.55,17.19,30.89,0.0681
2024-08-01,S014,ready_to_eat,80,1799.62,16.55,35.44,0.0714
2024-08-02,S014,ready_to_eat,55,1259.2,16.84,35.1,0.0634
2024-08-03,S014,ready_to_eat,71,1847.36,17.49,32.14,0.0767
2024-08-04,S014,ready_to_eat,62,1439.81,2.02,34.92,0.0803
2024-08-05,S014,ready_to_eat,53,1211.61,30.85,35.64,0.0843
2024-08-06,S014,ready_to_eat,81,1822.08,22.34,31.5,0.065
2024-08-07,S014,ready_to_eat,54,1386.36,16.18,36.43,0.0713
2024-08-08,S014,ready_to_eat,49,1094.41,40.13,33.41,0.0814
2024-08-09,S014,ready_to_eat,46,1207.59,26.79,33.69,0.079
2024-08-10,S014,ready_to_eat,68,1746.36,18.17,26.5,0.0692
2024-08-11,S014,ready_to_eat,61,1346.24,12.98,34.9,0.0465
2024-08-12,S014,ready_to_eat,56,1423.93,31.36,32.9,0.0632
2024-08-13,S014,ready_to_eat,61,1381.59,29.46,27.13,0.0716
2024-08-14,S014,ready_to_eat,56,1333.64,18.45,32.79,0.0738
2024-08-15,S014,ready_to_eat,63,1500.91,6.5,34.06,0.0469
2024-08-16,S014,ready_to_eat,63,1607.63,23.07,28.49,0.0637
2024-08-17,S014,ready_to_eat,57,1521.97,30.27,34.03,0.0644
2024-08-18,S014,ready_to_eat,62,1400.29,21.9,27.38,0.0579
2024-08-19,S014,ready_to_eat,53,1385.62,26.59,33.18,0.0788
2024-08-20,S014,ready_to_eat,75,1574.51,19.85,39.98,0.0797
2024-08-21,S014,ready_to_eat,50,1303.59,30.12,33.69,0.0816
2024-08-22,S014,ready_to_eat,68,1557.53,38.17,28.71,0.0731
2024-08-23,S014,ready_to_eat,53,1216.75,28.37,37.29,0.0802
2024-08-24,S014,ready_to_eat,58,1446.89,36.18,34.27,0.084
2024-08-25,S014,ready_to_eat,85,1884.09,20.31,34.68,0.051
2024-08-26,S014,ready_to_eat,56,1431.77,34.33,35.59,0.0806
2024-08-27,S014,ready_to_eat,52,1235.28,31.12,31.8,0.0751
2024-08-28,S014,ready_to_eat,56,1534.78,36.7,33.86,0.0737
2024-08-29,S014,ready_to_eat,59,1342.97,23.02,28.93,0.081
2024-08-30,S014,ready_to_eat,51,1208.16,31.57,33.93,0.0592
2024-08-31,S014,ready_to_eat,67,1803.08,15.48,30.22,0.0578
2024-09-01,S014,ready_to_eat,58,1514.48,18.99,35.71,0.0654
2024-09-02,S014,ready_to_eat,49,1086.0,43.31,37.45,0.0796
2024-09-03,S014,ready_to_eat,53,1164.99,29.24,34.67,0.0739
2024-09-04,S014,ready_to_eat,46,1142.34,32.27,30.77,0.0649
2024-09-05,S014,ready_to_eat,47,1010.94,22.52,37.3,0.0713
2024-09-06,S014,ready_to_eat,50,1295.32,23.35,30.17,0.0595
2024-09-07,S014,ready_to_eat,61,1404.12,39.72,34.02,0.0761
2024-09-08,S014,ready_to_eat,59,1460.16,28.3,30.23,0.0731
2024-09-09,S014,ready_to_eat,46,1210.89,19.2,36.99,0.0627
2024-09-10,S014,ready_to_eat,48,1073.18,17.67,34.05,0.0747
2024-09-11,S014,ready_to_eat,50,1243.9,27.58,32.8,0.0709
2024-09-12,S014,ready_to_eat,56,1311.57,28.83,30.73,0.0741
2024-09-13,S014,ready_to_eat,52,1217.96,23.24,30.23,0.0694
2024-09-14,S014,ready_to_eat,58,1319.43,42.59,33.57,0.0775
2024-09-15,S014,ready_to_eat,84,1959.31,16.31,31.54,0.0631
2024-09-16,S014,ready_to_eat,72,1768.95,24.08,38.8,0.0732
2024-09-17,S014,ready_to_eat,66,1444.86,40.98,36.65,0.0869
2024-09-18,S014,ready_to_eat,45,1098.42,25.26,38.81,0.0738
2024-09-19,S014,ready_to_eat,57,1437.7,0.27,37.48,0.0497
2024-09-20,S014,ready_to_eat,47,1073.23,46.73,34.75,0.0726
2024-09-21,S014,ready_to_eat,62,1334.69,15.23,37.44,0.0779
2024-09-22,S014,ready_to_eat,79,1494.23,39.44,37.63,0.0695
2024-09-23,S014,ready_to_eat,57,1447.59,21.94,30.06,0.0797
2024-09-24,S014,ready_to_eat,42,864.25,23.43,36.93,0.0762
2024-09-25,S014,ready_to_eat,46,1156.15,30.09,36.14,0.0888
2024-09-26,S014,ready_to_eat,61,1455.09,36.15,36.6,0.0832
2024-09-27,S014,ready_to_eat,47,1167.55,44.53,40.25,0.0885
2024-09-28,S014,ready_to_eat,68,1623.44,17.4,34.78,0.0737
2024-09-29,S014,ready_to_eat,60,1408.03,21.51,33.6,0.0687
2024-09-30,S014,ready_to_eat,58,1350.38,12.49,33.54,0.0745
2024-10-01,S014,ready_to_eat,57,1416.27,32.84,34.98,0.0669
2024-10-02,S014,ready_to_eat,58,1426.66,29.59,47.03,0.072
2024-10-03,S014,ready_to_eat,63,1442.34,38.48,38.81,0.082
2024-10-04,S014,ready_to_eat,54,1201.42,48.07,41.33,0.0861
2024-10-05,S014,ready_to_eat,66,1598.38,43.33,47.41,0.0859
2024-10-06,S014,ready_to_eat,63,1532.92,36.16,42.35,0.0724
2024-10-07,S014,ready_to_eat,54,1259.12,24.26,40.03,0.0719
2024-10-08,S014,ready_to_eat,51,1353.5,25.67,40.12,0.0838
2024-10-09,S014,ready_to_eat,43,944.42,25.47,39.75,0.0769
2024-10-10,S014,ready_to_eat,44,936.16,33.74,41.17,0.0733
2024-10-11,S014,ready_to_eat,47,1149.11,56.14,34.24,0.0906
2024-10-12,S014,ready_to_eat,59,1369.78,20.63,36.06,0.0626
2024-10-13,S014,ready_to_eat,51,1105.64,54.98,40.18,0.1242
2024-10-14,S014,ready_to_eat,40,1017.6,24.5,45.19,0.0729
2024-10-15,S014,ready_to_eat,71,1450.02,48.13,39.05,0.0792
2024-10-16,S014,ready_to_eat,50,1049.18,39.87,33.69,0.0811
2024-10-17,S014,ready_to_eat,49,1052.04,38.03,33.33,0.0823
2024-10-18,S014,ready_to_eat,52,1202.3,36.42,34.87,0.0649
2024-10-19,S014,ready_to_eat,64,1368.19,45.22,43.56,0.0873
2024-10-20,S014,ready_to_eat,56,1309.46,35.94,37.96,0.0839
2024-10-21,S014,ready_to_eat,43,1070.92,24.15,43.35,0.0815
2024-10-22,S014,ready_to_eat,67,1503.92,28.57,39.37,0.0888
2024-10-23,S014,ready_to_eat,45,1023.77,31.67,35.12,0.0819
2024-10-24,S014,ready_to_eat,43,1048.21,36.73,42.43,0.1111
2024-10-25,S014,ready_to_eat,49,1318.24,25.83,37.19,0.0859
2024-10-26,S014,ready_to_eat,47,1095.19,47.56,30.89,0.0713
2024-10-27,S014,ready_to_eat,52,1250.32,41.76,34.35,0.1015
2024-10-28,S014,ready_to_eat,54,1391.27,29.41,37.79,0.0664
2024-10-29,S014,ready_to_eat,53,1288.38,39.12,37.22,0.0843
2024-10-30,S014,ready_to_eat,45,1030.29,29.43,46.68,0.0825
2024-10-31,S014,ready_to_eat,45,1040.1,34.2,42.54,0.0757
2024-11-01,S014,ready_to_eat,48,1100.04,28.94,44.5,0.0748
2024-11-02,S014,ready_to_eat,58,1379.96,40.74,36.79,0.0878
2024-11-03,S014,ready_to_eat,50,1126.08,35.43,37.29,0.0801
2024-11-04,S014,ready_to_eat,50,1145.14,40.64,35.15,0.0662
