date,city,rain_level,temperature_bin,traffic_index,event_flag
2024-04-04,Guangzhou,0.2259,hot,1.1156,0
2024-04-05,Guangzhou,0.4609,hot,1.1793,0
2024-04-06,Guangzhou,0.3703,hot,0.9657,0
2024-04-07,Guangzhou,0.3298,hot,0.9288,0
2024-04-08,Guangzhou,0.2567,hot,1.0434,0
2024-04-09,Guangzhou,0.3753,hot,1.0138,0
2024-04-10,Guangzhou,0.3049,hot,1.0256,0
2024-04-11,Guangzhou,0.4265,hot,1.0194,0
2024-04-12,Guangzhou,0.4245,hot,1.0696,0
2024-04-13,Guangzhou,0.3267,hot,0.9489,0
2024-04-14,Guangzhou,0.3949,hot,0.9691,0
2024-04-15,Guangzhou,0.1402,mild,1.0752,0
2024-04-16,Guangzhou,0.0347,mild,1.0111,0
2024-04-17,Guangzhou,0.0,mild,1.0782,0
2024-04-18,Guangzhou,0.4949,mild,1.0503,0
2024-04-19,Guangzhou,0.1805,mild,1.0745,0
2024-04-20,Guangzhou,0.1612,mild,0.9899,0
2024-04-21,Guangzhou,0.2902,mild,0.9869,0
2024-04-22,Guangzhou,0.5748,mild,1.0395,0
2024-04-23,Guangzhou,0.0437,mild,1.0964,0
2024-04-24,Guangzhou,0.2339,mild,1.0251,0
2024-04-25,Guangzhou,0.0,mild,1.1164,0
2024-04-26,Guangzhou,0.2675,mild,1.0933,0
2024-04-27,Guangzhou,0.0,mild,0.9259,0
2024-04-28,Guangzhou,0.0,mild,1.0189,0
2024-04-29,Guangzhou,0.2496,mild,1.0576,0
2024-04-30,Guangzhou,0.3483,mild,1.0687,0
2024-05-01,Guangzhou,0.1329,mild,1.1563,0
2024-05-02,Guangzhou,0.0,mild,1.1595,0
2024-05-03,Guangzhou,0.0522,mild,1.1186,0
2024-05-04,Guangzhou,0.159,mild,0.8638,0
2024-05-05,Guangzhou,0.2165,mild,0.9655,0
2024-05-06,Guangzhou,0.1658,mild,1.1109,0
2024-05-07,Guangzhou,0.1142,mild,1.0513,0
2024-05-08,Guangzhou,0.2098,mild,1.0778,0
2024-05-09,Guangzhou,0.1437,mild,1.1028,0
2024-05-10,Guangzhou,0.2557,mild,1.1048,0
2024-05-11,Guangzhou,0.0,mild,1.0117,0
2024-05-12,Guangzhou,0.0,mild,0.9214,0
2024-05-13,Guangzhou,0.0482,mild,1.0495,0
2024-05-14,Guangzhou,0.0,mild,1.0381,0
2024-05-15,Guangzhou,0.1588,mild,1.0899,0
2024-05-16,Guangzhou,0.1194,mild,1.0896,0
2024-05-17,Guangzhou,0.0902,mild,1.0743,0
2024-05-18,Guangzhou,0.2134,mild,0.9722,0
2024-05-19,Guangzhou,0.0,mild,0.9527,0
2024-05-20,Guangzhou,0.1004,mild,1.1583,0
2024-05-21,Guangzhou,0.1374,mild,1.1127,0
2024-05-22,Guangzhou,0.4782,mild,1.0549,0
2024-05-23,Guangzhou,0.0,mild,1.0559,0
2024-05-24,Guangzhou,0.2019,mild,1.0828,0
2024-05-25,Guangzhou,0.0288,mild,0.9367,0
2024-05-26,Guangzhou,0.1134,mild,0.9212,0
2024-05-27,Guangzhou,0.0,mild,1.1075,0
2024-05-28,Guangzhou,0.0587,mild,1.0675,0
2024-05-29,Guangzhou,0.0,mild,1.027,0
2024-05-30,Guangzhou,0.1378,mild,1.0833,0
2024-05-31,Guangzhou,0.1487,mild,1.0402,0
2024-06-01,Guangzhou,0.0,mild,1.002,0
2024-06-02,Guangzhou,0.1304,mild,0.9999,0
2024-06-03,Guangzhou,0.0,mild,1.0405,0
2024-06-04,Guangzhou,0.0,mild,1.0269,0
2024-06-05,Guangzhou,0.0,mild,1.0834,0
2024-06-06,Guangzhou,0.0992,mild,1.0903,0
2024-06-07,Guangzhou,0.0,mild,1.1548,0
2024-06-08,Guangzhou,0.0,mild,0.9099,0
2024-06-09,Guangzhou,0.0106,mild,0.9451,0
2024-06-10,Guangzhou,0.3681,mild,1.192,0
2024-06-11,Guangzhou,0.0,mild,1.03,0
2024-06-12,Guangzhou,0.0349,mild,0.9957,0
2024-06-13,Guangzhou,0.0053,mild,1.0614,0
2024-06-14,Guangzhou,0.0,mild,1.0629,0
2024-06-15,Guangzhou,0.1101,mild,0.9932,0
2024-06-16,Guangzhou,0.0,mild,0.9675,0
2024-06-17,Guangzhou,0.0,mild,1.1016,0
2024-06-18,Guangzhou,0.2326,mild,1.1411,0
2024-06-19,Guangzhou,0.0025,mild,1.0705,0
2024-06-20,Guangzhou,0.0,mild,1.0106,0
2024-06-21,Guangzhou,0.0,mild,1.0734,0
2024-06-22,Guangzhou,0.0,mild,0.9594,0
2024-06-23,Guangzhou,0.1054,mild,1.0374,0
2024-06-24,Guangzhou,0.0891,mild,1.0269,0
2024-06-25,Guangzhou,0.2875,mild,1.0331,0
2024-06-26,Guangzhou,0.0,mild,1.0664,0
2024-06-27,Guangzhou,0.0,mild,1.1192,0
2024-06-28,Guangzhou,0.0,mild,1.1077,0
2024-06-29,Guangzhou,0.0,mild,0.8867,0
2024-06-30,Guangzhou,0.0,mild,0.9966,0
2024-07-01,Guangzhou,0.0,mild,1.097,0
2024-07-02,Guangzhou,0.1984,mild,1.0227,0
2024-07-03,Guangzhou,0.0587,mild,1.1134,0
2024-07-04,Guangzhou,0.0,mild,1.0386,0
2024-07-05,Guangzhou,0.0,mild,1.0891,0
2024-07-06,Guangzhou,0.1305,mild,0.9414,0
2024-07-07,Guangzhou,0.0,mild,0.9667,0
2024-07-08,Guangzhou,0.1399,mild,1.1063,0
2024-07-09,Guangzhou,0.0,mild,1.0189,0
2024-07-10,Guangzhou,0.0,mild,0.9906,0
2024-07-11,Guangzhou,0.0375,mild,1.1142,0
2024-07-12,Guangzhou,0.1209,mild,1.0845,0
2024-07-13,Guangzhou,0.4517,mild,0.9888,0
2024-07-14,Guangzhou,0.1257,mild,0.9957,0
2024-07-15,Guangzhou,0.0,mild,1.1166,0
2024-07-16,Guangzhou,0.5157,cold,1.04,0
2024-07-17,Guangzhou,0.0015,cold,1.0504,0
2024-07-18,Guangzhou,0.0,cold,1.0526,0
2024-07-19,Guangzhou,0.0,cold,1.1474,0
2024-07-20,Guangzhou,0.3015,cold,0.9605,0
2024-07-21,Guangzhou,0.1238,cold,1.0048,0
2024-07-22,Guangzhou,0.1674,cold,1.0847,0
2024-07-23,Guangzhou,0.1557,cold,1.1594,0
2024-07-24,Guangzhou,0.1631,cold,1.1203,0
2024-07-25,Guangzhou,0.0946,cold,0.9747,0
2024-07-26,Guangzhou,0.0,cold,1.1288,0
2024-07-27,Guangzhou,0.2827,cold,0.9139,0
2024-07-28,Guangzhou,0.1549,cold,0.9487,0
2024-07-29,Guangzhou,0.1286,cold,1.1807,0
2024-07-30,Guangzhou,0.3078,cold,1.1038,0
2024-07-31,Guangzhou,0.0903,cold,0.9878,1
2024-08-01,Guangzhou,0.2764,cold,1.0312,0
2024-08-02,Guangzhou,0.0116,cold,1.1301,0
2024-08-03,Guangzhou,0.2594,cold,0.9749,0
2024-08-04,Guangzhou,0.1837,cold,0.9026,0
2024-08-05,Guangzhou,0.1813,cold,1.083,0
2024-08-06,Guangzhou,0.4434,cold,1.1328,0
2024-08-07,Guangzhou,0.1036,cold,1.0892,0
2024-08-08,Guangzhou,0.4399,cold,1.1148,0
2024-08-09,Guangzhou,0.021,cold,1.1016,0
2024-08-10,Guangzhou,0.1437,cold,0.9454,0
2024-08-11,Guangzhou,0.1296,cold,0.8524,0
2024-08-12,Guangzhou,0.0744,cold,1.0717,0
2024-08-13,Guangzhou,0.1579,cold,1.1016,0
2024-08-14,Guangzhou,0.1212,cold,1.0974,0
2024-08-15,Guangzhou,0.0,cold,1.0967,0
2024-08-16,Guangzhou,0.2204,cold,0.9916,0
2024-08-17,Guangzhou,0.0,cold,0.9624,0
2024-08-18,Guangzhou,0.0344,cold,0.9323,0
2024-08-19,Guangzhou,0.1346,cold,1.0935,0
2024-08-20,Guangzhou,0.4345,cold,1.0812,0
2024-08-21,Guangzhou,0.1097,cold,1.0041,0
2024-08-22,Guangzhou,0.2094,cold,0.9751,0
2024-08-23,Guangzhou,0.1188,cold,1.133,0
2024-08-24,Guangzhou,0.0293,cold,0.9944,0
2024-08-25,Guangzhou,0.1625,cold,0.9247,0
2024-08-26,Guangzhou,0.0,cold,0.9956,0
2024-08-27,Guangzhou,0.5914,cold,1.0526,0
2024-08-28,Guangzhou,0.5245,cold,1.1543,0
2024-08-29,Guangzhou,0.3254,cold,1.1429,0
2024-08-30,Guangzhou,0.5215,cold,1.0293,0
2024-08-31,Guangzhou,0.3011,cold,0.9117,0
2024-09-01,Guangzhou,0.0513,cold,0.9107,0
2024-09-02,Guangzhou,0.5404,cold,1.0648,0
2024-09-03,Guangzhou,0.4723,cold,1.0311,0
2024-09-04,Guangzhou,0.5253,cold,1.1741,0
2024-09-05,Guangzhou,0.3037,cold,1.1008,0
2024-09-06,Guangzhou,0.2982,cold,1.0539,0
2024-09-07,Guangzhou,0.254,cold,0.9336,0
2024-09-08,Guangzhou,0.5907,cold,0.9258,0
2024-09-09,Guangzhou,0.0749,cold,1.0196,0
2024-09-10,Guangzhou,0.4006,cold,1.0224,0
2024-09-11,Guangzhou,0.2976,cold,1.0524,0
2024-09-12,Guangzhou,0.5647,cold,1.0706,0
2024-09-13,Guangzhou,0.3761,cold,1.0831,0
2024-09-14,Guangzhou,0.2993,cold,0.9515,0
2024-09-15,Guangzhou,0.5093,cold,1.0805,1
2024-09-16,Guangzhou,0.8068,cold,1.1348,0
2024-09-17,Guangzhou,0.482,cold,1.166,0
2024-09-18,Guangzhou,0.5163,cold,1.1039,0
2024-09-19,Guangzhou,0.5052,cold,1.1026,0
2024-09-20,Guangzhou,0.6521,cold,1.0395,0
2024-09-21,Guangzhou,0.9208,cold,0.9451,0
2024-09-22,Guangzhou,0.4328,cold,0.9993,1
2024-09-23,Guangzhou,0.5848,cold,1.1103,0
2024-09-24,Guangzhou,0.7678,cold,1.1068,0
2024-09-25,Guangzhou,0.6217,cold,1.1062,0
2024-09-26,Guangzhou,0.4574,cold,1.1383,0
2024-09-27,Guangzhou,0.7191,cold,1.0749,0
2024-09-28,Guangzhou,0.5847,cold,1.0074,0
2024-09-29,Guangzhou,0.2831,cold,0.9414,0
2024-09-30,Guangzhou,0.5612,cold,0.998,0
2024-10-01,Guangzhou,0.7309,cold,1.1672,0
2024-10-02,Guangzhou,0.8113,cold,1.1483,0
2024-10-03,Guangzhou,0.7224,cold,1.1798,0
2024-10-04,Guangzhou,0.6016,cold,1.2118,0
2024-10-05,Guangzhou,0.3495,cold,1.0746,0
2024-10-06,Guangzhou,0.7361,cold,1.0663,0
2024-10-07,Guangzhou,0.7996,cold,1.1682,0
2024-10-08,Guangzhou,0.6098,cold,1.1508,0
2024-10-09,Guangzhou,0.764,cold,1.0028,0
2024-10-10,Guangzhou,0.6041,cold,0.9866,0
2024-10-11,Guangzhou,0.6217,cold,0.986,0
2024-10-12,Guangzhou,0.9563,cold,1.0096,0
2024-10-13,Guangzhou,0.7142,cold,1.0031,0
2024-10-14,Guangzhou,0.9178,cold,1.0323,0
2024-10-15,Guangzhou,0.8006,cold,0.9976,0
2024-10-16,Guangzhou,1.0,cold,1.0956,0
2024-10-17,Guangzhou,0.7697,cold,1.0671,0
2024-10-18,Guangzhou,0.5975,cold,1.0314,0
2024-10-19,Guangzhou,0.9988,cold,0.9104,0
2024-10-20,Guangzhou,0.7435,cold,0.9636,0
2024-10-21,Guangzhou,0.9455,cold,1.0733,0
2024-10-22,Guangzhou,0.8294,cold,1.095,0
2024-10-23,Guangzhou,1.0,cold,1.0888,0
2024-10-24,Guangzhou,0.4985,cold,1.0371,0
2024-10-25,Guangzhou,0.8466,cold,0.9934,0
2024-10-26,Guangzhou,0.704,cold,1.0065,0
2024-10-27,Guangzhou,0.8455,cold,0.9972,0
2024-10-28,Guangzhou,0.6367,cold,1.0621,0
2024-10-29,Guangzhou,0.5825,cold,1.0033,0
2024-10-30,Guangzhou,0.7201,cold,1.0543,0
2024-10-31,Guangzhou,0.7128,mild,1.0697,0
2024-11-01,Guangzhou,0.7025,mild,1.1363,0
2024-11-02,Guangzhou,0.7247,mild,1.0115,0
2024-11-03,Guangzhou,0.7544,mild,0.9438,0
2024-11-04,Guangzhou,1.0,mild,1.0373,0
2024-11-05,Guangzhou,0.8819,mild,1.0306,0
2024-11-06,Guangzhou,0.8725,mild,1.1156,0
2024-11-07,Guangzhou,1.0,mild,1.1183,0
2024-11-08,Guangzhou,0.8443,mild,1.0966,0
2024-11-09,Guangzhou,0.9942,mild,0.9465,0
2024-11-10,Guangzhou,0.7214,mild,1.0079,0
2024-11-11,Guangzhou,1.0,mild,1.0495,0
2024-11-12,Guangzhou,1.0,mild,1.0277,0
2024-11-13,Guangzhou,0.9383,mild,1.1215,0
2024-11-14,Guangzhou,0.9102,mild,1.0466,1
2024-11-15,Guangzhou,0.7476,mild,1.0628,0
2024-11-16,Guangzhou,0.7418,mild,0.922,0
2024-11-17,Guangzhou,0.6707,mild,0.9331,0
2024-11-18,Guangzhou,0.8603,mild,1.0591,1
2024-11-19,Guangzhou,0.8185,mild,1.0976,0
2024-11-20,Guangzhou,0.8571,mild,1.0894,0
2024-11-21,Guangzhou,1.0,mild,1.1326,0
2024-11-22,Guangzhou,0.6293,mild,1.0882,0
2024-11-23,Guangzhou,0.9124,mild,0.9898,0
2024-11-24,Guangzhou,0.6885,mild,0.9556,0
2024-11-25,Guangzhou,0.9162,mild,1.1215,0
2024-11-26,Guangzhou,0.7323,mild,1.0287,0
2024-11-27,Guangzhou,0.9,mild,1.126,0
2024-11-28,Guangzhou,1.0,mild,1.0758,0
2024-11-29,Guangzhou,0.8167,mild,1.1043,0
2024-11-30,Guangzhou,1.0,mild,0.9974,0
2024-12-01,Guangzhou,0.9455,mild,0.966,0
2024-12-02,Guangzhou,1.0,mild,1.0655,0
2024-12-03,Guangzhou,1.0,mild,1.067,0
2024-12-04,Guangzhou,0.9589,mild,1.0727,0
2024-12-05,Guangzhou,1.0,mild,1.1116,0
2024-12-06,Guangzhou,1.0,mild,1.1216,0
2024-12-07,Guangzhou,1.0,mild,0.9266,0
2024-12-08,Guangzhou,0.8288,mild,0.9432,0
2024-12-09,Guangzhou,0.7656,mild,1.0232,0
2024-12-10,Guangzhou,1.0,mild,1.0515,0
2024-12-11,Guangzhou,0.9232,mild,1.0322,0
2024-12-12,Guangzhou,1.0,mild,1.1257,0
2024-12-13,Guangzhou,1.0,mild,1.0367,0
2024-12-14,Guangzhou,1.0,mild,0.9964,0
2024-12-15,Guangzhou,0.9145,mild,0.9433,0
2024-12-16,Guangzhou,0.8101,mild,1.0857,1
2024-12-17,Guangzhou,0.7084,mild,1.0746,0
2024-12-18,Guangzhou,0.7844,mild,1.0956,0
2024-12-19,Guangzhou,1.0,mild,1.1049,0
2024-12-20,Guangzhou,0.7088,mild,1.0487,0
2024-12-21,Guangzhou,0.902,mild,0.9222,0
2024-12-22,Guangzhou,1.0,mild,0.983,0
2024-12-23,Guangzhou,1.0,mild,1.0931,0
2024-12-24,Guangzhou,0.9684,mild,1.0529,0
2024-12-25,Guangzhou,1.0,mild,1.0514,0
2024-12-26,Guangzhou,0.814,mild,1.1302,0
2024-12-27,Guangzhou,1.0,mild,1.1126,0
2024-12-28,Guangzhou,1.0,mild,0.9504,0
2024-12-29,Guangzhou,0.8882,mild,0.932,0
2024-12-30,Guangzhou,0.9709,mild,1.0386,0
2024-12-31,Guangzhou,1.0,mild,1.097,0
2025-01-01,Guangzhou,0.9423,mild,1.1929,0
2025-01-02,Guangzhou,0.94,mild,1.1088,0
2025-01-03,Guangzhou,0.808,mild,1.0358,0
2025-01-04,Guangzhou,1.0,mild,0.8734,1
2025-01-05,Guangzhou,0.7325,mild,0.9246,0
2025-01-06,Guangzhou,0.902,mild,1.0486,1
2025-01-07,Guangzhou,0.8788,mild,1.0115,0
2025-01-08,Guangzhou,1.0,mild,1.1037,0
2025-01-09,Guangzhou,1.0,mild,1.097,0
2025-01-10,Guangzhou,0.9681,mild,1.0653,0
2025-01-11,Guangzhou,1.0,mild,0.8834,0
2025-01-12,Guangzhou,0.7952,mild,0.9892,0
2025-01-13,Guangzhou,0.7773,mild,1.0897,0
2025-01-14,Guangzhou,1.0,mild,1.0792,0
2025-01-15,Guangzhou,0.9628,mild,1.0633,0
2025-01-16,Guangzhou,1.0,mild,1.0993,0
2025-01-17,Guangzhou,0.7533,mild,1.0473,0
2025-01-18,Guangzhou,1.0,mild,0.989,0
2025-01-19,Guangzhou,1.0,mild,1.0047,0
2025-01-20,Guangzhou,0.7808,mild,1.133,1
2025-01-21,Guangzhou,0.9469,mild,1.0564,0
2025-01-22,Guangzhou,0.6552,mild,1.0953,0
2025-01-23,Guangzhou,1.0,mild,1.0266,0
2025-01-24,Guangzhou,1.0,mild,1.1312,0
2025-01-25,Guangzhou,1.0,mild,0.8763,0
2025-01-26,Guangzhou,0.7066,mild,0.8742,1
2025-01-27,Guangzhou,0.4909,mild,1.0171,0
2024-01-01,Shanghai,0.8089,mild,1.1859,0
2024-01-02,Shanghai,1.0,mild,1.1156,0
2024-01-03,Shanghai,1.0,mild,1.0757,0
2024-01-04,Shanghai,0.8005,mild,1.0869,1
2024-01-05,Shanghai,0.8244,mild,1.0435,0
2024-01-06,Shanghai,0.9539,mild,0.9155,0
2024-01-07,Shanghai,0.6824,mild,0.9908,0
2024-01-08,Shanghai,0.9387,mild,1.1157,0
2024-01-09,Shanghai,1.0,hot,1.0506,0
2024-01-10,Shanghai,0.52,hot,1.0843,0
2024-01-11,Shanghai,1.0,hot,1.0292,0
2024-01-12,Shanghai,0.9532,hot,1.0191,0
2024-01-13,Shanghai,1.0,hot,0.982,0
2024-01-14,Shanghai,0.8468,hot,0.9202,0
2024-01-15,Shanghai,1.0,hot,1.0398,0
2024-01-16,Shanghai,1.0,hot,1.0539,0
2024-01-17,Shanghai,1.0,hot,1.071,0
2024-01-18,Shanghai,0.9225,hot,1.134,0
2024-01-19,Shanghai,1.0,hot,1.0232,0
2024-01-20,Shanghai,0.8112,hot,0.8494,0
2024-01-21,Shanghai,0.96,hot,0.9546,0
2024-01-22,Shanghai,0.63,hot,1.0689,0
2024-01-23,Shanghai,0.8575,hot,1.006,0
2024-01-24,Shanghai,1.0,hot,1.0687,0
2024-01-25,Shanghai,0.8345,hot,1.0466,0
2024-01-26,Shanghai,0.6925,hot,1.065,0
2024-01-27,Shanghai,0.811,hot,1.0118,0
2024-01-28,Shanghai,0.5828,hot,0.9321,0
2024-01-29,Shanghai,0.8539,hot,1.1253,0
2024-01-30,Shanghai,0.7966,hot,1.1656,0
2024-01-31,Shanghai,0.5826,hot,1.1632,1
2024-02-01,Shanghai,1.0,hot,1.0975,0
2024-02-02,Shanghai,0.7387,hot,1.0515,0
2024-02-03,Shanghai,0.7307,hot,0.9796,0
2024-02-04,Shanghai,0.6964,hot,0.9547,0
2024-02-05,Shanghai,0.6513,hot,1.1123,0
2024-02-06,Shanghai,0.6619,hot,0.9882,0
2024-02-07,Shanghai,0.8225,hot,1.0395,0
2024-02-08,Shanghai,0.6446,hot,1.0994,0
2024-02-09,Shanghai,0.7842,hot,1.066,0
2024-02-10,Shanghai,0.7918,hot,1.0937,0
2024-02-11,Shanghai,0.7025,hot,1.0166,0
2024-02-12,Shanghai,0.6906,hot,1.1344,0
2024-02-13,Shanghai,0.637,hot,1.1894,0
2024-02-14,Shanghai,0.9525,hot,1.2098,0
2024-02-15,Shanghai,0.6747,hot,1.052,0
2024-02-16,Shanghai,0.5949,hot,1.0431,0
2024-02-17,Shanghai,0.7082,hot,1.0489,0
2024-02-18,Shanghai,0.6649,hot,0.9603,0
2024-02-19,Shanghai,0.5039,hot,1.1044,0
2024-02-20,Shanghai,0.7866,hot,1.1207,1
2024-02-21,Shanghai,0.329,hot,1.0196,0
2024-02-22,Shanghai,0.4317,hot,1.0792,0
2024-02-23,Shanghai,0.7561,hot,1.0235,0
2024-02-24,Shanghai,0.7891,hot,0.9995,0
2024-02-25,Shanghai,0.4651,hot,1.023,0
2024-02-26,Shanghai,0.4796,hot,1.1505,0
2024-02-27,Shanghai,0.4954,hot,1.1012,1
2024-02-28,Shanghai,0.5889,hot,1.1003,0
2024-02-29,Shanghai,0.426,hot,1.0794,0
2024-03-01,Shanghai,0.7042,hot,1.0815,0
2024-03-02,Shanghai,0.5277,hot,0.917,0
2024-03-03,Shanghai,0.5801,hot,0.9775,0
2024-03-04,Shanghai,0.6383,hot,1.0683,0
2024-03-05,Shanghai,0.5961,hot,1.0967,1
2024-03-06,Shanghai,0.4087,hot,1.0489,0
2024-03-07,Shanghai,0.7042,hot,1.0915,0
2024-03-08,Shanghai,1.0,hot,1.0609,0
2024-03-09,Shanghai,0.5622,hot,0.9834,0
2024-03-10,Shanghai,0.5296,hot,0.9608,0
2024-03-11,Shanghai,0.4538,hot,1.0457,0
2024-03-12,Shanghai,0.4219,hot,1.0117,0
2024-03-13,Shanghai,0.5592,hot,1.0922,0
2024-03-14,Shanghai,0.5135,hot,1.035,0
2024-03-15,Shanghai,0.2297,hot,1.1126,0
2024-03-16,Shanghai,0.4422,hot,0.9811,0
2024-03-17,Shanghai,0.4584,hot,0.9751,0
2024-03-18,Shanghai,0.1484,hot,1.0415,0
2024-03-19,Shanghai,0.1634,hot,1.0308,0
2024-03-20,Shanghai,0.156,hot,1.0131,0
2024-03-21,Shanghai,0.1802,hot,1.0654,0
2024-03-22,Shanghai,0.3472,hot,1.111,0
2024-03-23,Shanghai,0.5854,hot,0.9378,0
2024-03-24,Shanghai,0.3059,mild,0.9692,0
2024-03-25,Shanghai,0.2607,mild,1.0716,0
2024-03-26,Shanghai,0.1666,mild,1.1107,0
2024-03-27,Shanghai,0.5604,mild,1.1594,0
2024-03-28,Shanghai,0.3502,mild,1.0035,1
2024-03-29,Shanghai,0.2201,mild,1.0334,0
2024-03-30,Shanghai,0.085,mild,0.9746,1
2024-03-31,Shanghai,0.5824,mild,0.907,0
2024-04-01,Shanghai,0.401,mild,1.1139,0
2024-04-02,Shanghai,0.0875,mild,1.1145,0
2024-04-03,Shanghai,0.3335,mild,1.0894,0
2024-04-04,Shanghai,0.0363,mild,1.2049,0
2024-04-05,Shanghai,0.2635,mild,1.1138,0
2024-04-06,Shanghai,0.3255,mild,0.9241,0
2024-04-07,Shanghai,0.1957,mild,0.9543,0
2024-04-08,Shanghai,0.5391,mild,1.0504,0
2024-04-09,Shanghai,0.2345,mild,1.0575,0
2024-04-10,Shanghai,0.1755,mild,1.0629,0
2024-04-11,Shanghai,0.0232,mild,1.1084,0
2024-04-12,Shanghai,0.1478,mild,1.1397,0
2024-04-13,Shanghai,0.4475,mild,0.9204,0
2024-04-14,Shanghai,0.3989,mild,0.9338,0
2024-04-15,Shanghai,0.2487,mild,1.0502,0
2024-04-16,Shanghai,0.3036,mild,1.0877,0
2024-04-17,Shanghai,0.2125,mild,1.092,0
2024-04-18,Shanghai,0.3542,mild,1.1935,0
2024-04-19,Shanghai,0.2987,mild,1.0296,0
2024-04-20,Shanghai,0.2821,mild,0.943,0
2024-04-21,Shanghai,0.3146,mild,0.9435,0
2024-04-22,Shanghai,0.2923,mild,1.0057,0
2024-04-23,Shanghai,0.287,mild,1.1064,0
2024-04-24,Shanghai,0.1523,mild,1.043,0
2024-04-25,Shanghai,0.1286,mild,0.9946,0
2024-04-26,Shanghai,0.0784,mild,1.0601,0
2024-04-27,Shanghai,0.0,mild,0.9361,0
2024-04-28,Shanghai,0.2585,mild,0.8913,0
2024-04-29,Shanghai,0.1442,mild,1.0916,0
2024-04-30,Shanghai,0.1825,mild,1.103,0
2024-05-01,Shanghai,0.0,mild,1.1451,0
2024-05-02,Shanghai,0.1263,mild,1.1678,0
2024-05-03,Shanghai,0.0,mild,1.1894,0
2024-05-04,Shanghai,0.0356,mild,0.9621,0
2024-05-05,Shanghai,0.0,mild,0.8909,1
2024-05-06,Shanghai,0.0,mild,1.095,0
2024-05-07,Shanghai,0.0225,mild,1.079,0
2024-05-08,Shanghai,0.0,mild,1.0671,0
2024-05-09,Shanghai,0.0,mild,1.008,0
2024-05-10,Shanghai,0.0,mild,1.0382,0
2024-05-11,Shanghai,0.1639,mild,0.9138,0
2024-05-12,Shanghai,0.0,mild,0.966,0
2024-05-13,Shanghai,0.2374,mild,1.0094,0
2024-05-14,Shanghai,0.3453,mild,1.0897,0
2024-05-15,Shanghai,0.0337,mild,0.9822,0
2024-05-16,Shanghai,0.0,mild,1.0258,0
2024-05-17,Shanghai,0.2044,mild,1.0755,1
2024-05-18,Shanghai,0.0106,mild,0.9926,0
2024-05-19,Shanghai,0.096,mild,0.9652,0
2024-05-20,Shanghai,0.1683,mild,1.0058,0
2024-05-21,Shanghai,0.0423,mild,1.0188,0
2024-05-22,Shanghai,0.0385,mild,1.0586,0
2024-05-23,Shanghai,0.0265,mild,1.0726,0
2024-05-24,Shanghai,0.0,mild,1.0531,0
2024-05-25,Shanghai,0.007,mild,0.8867,0
2024-05-26,Shanghai,0.1417,mild,1.0085,0
2024-05-27,Shanghai,0.0,mild,1.0609,0
2024-05-28,Shanghai,0.0,mild,1.0174,0
2024-05-29,Shanghai,0.3784,mild,1.1245,0
2024-05-30,Shanghai,0.1741,mild,1.0082,0
2024-05-31,Shanghai,0.1034,mild,1.0176,0
2024-06-01,Shanghai,0.0,mild,0.9955,0
2024-06-02,Shanghai,0.1625,mild,0.989,0
2024-06-03,Shanghai,0.1963,mild,1.0993,0
2024-06-04,Shanghai,0.0,mild,1.0215,0
2024-06-05,Shanghai,0.044,mild,1.1276,0
2024-06-06,Shanghai,0.1945,mild,1.0607,0
2024-06-07,Shanghai,0.238,mild,1.0954,0
2024-06-08,Shanghai,0.2967,mild,0.9428,0
2024-06-09,Shanghai,0.0,mild,0.9704,0
2024-06-10,Shanghai,0.194,mild,1.1843,0
2024-06-11,Shanghai,0.0,mild,1.0705,0
2024-06-12,Shanghai,0.0086,mild,1.0575,0
2024-06-13,Shanghai,0.2844,mild,1.0854,0
2024-06-14,Shanghai,0.0,mild,1.1324,0
2024-06-15,Shanghai,0.0673,mild,0.9689,0
2024-06-16,Shanghai,0.0,mild,0.9845,0
2024-06-17,Shanghai,0.0698,mild,1.0638,0
2024-06-18,Shanghai,0.0,mild,1.1342,0
2024-06-19,Shanghai,0.1118,mild,1.0403,0
2024-06-20,Shanghai,0.0,mild,1.1071,0
2024-06-21,Shanghai,0.0868,mild,1.0932,0
2024-06-22,Shanghai,0.0355,mild,0.8998,0
2024-06-23,Shanghai,0.3191,cold,0.9787,0
2024-06-24,Shanghai,0.1727,cold,1.099,0
2024-06-25,Shanghai,0.009,cold,1.0457,0
2024-06-26,Shanghai,0.0581,cold,1.0923,0
2024-06-27,Shanghai,0.3972,cold,1.0731,0
2024-06-28,Shanghai,0.3961,cold,1.0291,0
2024-06-29,Shanghai,0.0,cold,0.948,0
2024-06-30,Shanghai,0.1171,cold,0.9349,0
2024-07-01,Shanghai,0.0,cold,0.999,0
2024-07-02,Shanghai,0.4784,cold,1.0144,0
2024-07-03,Shanghai,0.1918,cold,1.0041,0
2024-07-04,Shanghai,0.0434,cold,1.0958,0
2024-07-05,Shanghai,0.0,cold,0.9959,0
2024-07-06,Shanghai,0.0,cold,0.9639,0
2024-07-07,Shanghai,0.0,cold,0.9147,0
2024-07-08,Shanghai,0.4305,cold,1.0719,0
2024-07-09,Shanghai,0.1844,cold,1.0991,0
2024-07-10,Shanghai,0.0525,cold,1.0631,0
2024-07-11,Shanghai,0.3205,cold,1.0795,0
2024-07-12,Shanghai,0.3844,cold,1.0664,0
2024-07-13,Shanghai,0.0,cold,1.0069,0
2024-07-14,Shanghai,0.1038,cold,1.0072,0
