date,store_id,category,campaign_id,promo_type,promo_depth,coupon_flag
2024-03-07,S009,ready_to_eat,C1675,bundle,0.165,0
2024-03-11,S009,ready_to_eat,C3625,discount,0.096,0
2024-03-12,S009,ready_to_eat,C4472,free_delivery,0.315,0
2024-03-15,S009,ready_to_eat,C9962,free_delivery,0.244,0
2024-03-18,S009,ready_to_eat,C4792,bundle,0.155,1
2024-03-23,S009,ready_to_eat,C2822,free_delivery,0.185,1
2024-04-05,S009,ready_to_eat,C5465,coupon,0.07,0
2024-05-04,S009,ready_to_eat,C7439,discount,0.071,0
2024-05-08,S009,ready_to_eat,C8907,bundle,0.108,0
2024-05-18,S009,ready_to_eat,C6912,discount,0.133,0
2024-06-01,S009,ready_to_eat,C6177,free_delivery,0.198,0
2024-06-06,S009,ready_to_eat,C9673,discount,0.167,1
2024-06-08,S009,ready_to_eat,C1645,free_delivery,0.171,0
2024-06-13,S009,ready_to_eat,C7994,discount,0.159,0
2024-06-17,S009,ready_to_eat,C5934,bundle,0.156,0
2024-06-18,S009,ready_to_eat,C9254,free_delivery,0.244,1
2024-06-22,S009,ready_to_eat,C3226,coupon,0.211,1
2024-06-30,S009,ready_to_eat,C2008,coupon,0.159,1
2024-07-14,S009,ready_to_eat,C4927,discount,0.102,0
2024-07-26,S009,ready_to_eat,C4955,discount,0.269,0
2024-07-29,S009,ready_to_eat,C6501,free_delivery,0.134,1
2024-08-16,S009,ready_to_eat,C1413,coupon,0.186,1
2024-09-06,S009,ready_to_eat,C2061,coupon,0.251,0
2024-09-24,S009,ready_to_eat,C1302,discount,0.122,1
2024-09-28,S009,ready_to_eat,C8084,discount,0.27,0
2024-09-29,S009,ready_to_eat,C8826,coupon,0.177,1
2024-10-05,S009,ready_to_eat,C4713,free_delivery,0.235,1
2024-10-06,S009,ready_to_eat,C8797,coupon,0.134,1
2024-10-12,S009,ready_to_eat,C1589,coupon,0.206,0
2024-10-24,S009,ready_to_eat,C8903,discount,0.208,0
2024-10-27,S009,ready_to_eat,C1155,bundle,0.247,1
2024-10-30,S009,ready_to_eat,C7249,discount,0.256,1
2024-11-06,S009,ready_to_eat,C1664,discount,0.149,1
2024-11-07,S009,ready_to_eat,C4619,bundle,0.139,1
2024-11-11,S009,ready_to_eat,C8492,free_delivery,0.093,1
2024-12-15,S009,ready_to_eat,C9183,discount,0.234,0
2024-12-28,S009,ready_to_eat,C9183,bundle,0.261,1
2025-01-16,S009,ready_to_eat,C3633,free_delivery,0.14,1
2024-02-04,S009,personal_care,C4307,discount,0.222,0
2024-02-18,S009,personal_care,C4396,coupon,0.174,1
2024-03-02,S009,personal_care,C5773,discount,0.127,0
2024-03-16,S009,personal_care,C1050,discount,0.147,0
2024-03-19,S009,personal_care,C1864,bundle,0.095,0
2024-03-20,S009,personal_care,C5564,coupon,0.195,1
2024-03-25,S009,personal_care,C6864,coupon,0.22,0
2024-04-05,S009,personal_care,C3944,discount,0.186,0
2024-04-06,S009,personal_care,C3554,free_delivery,0.155,1
2024-04-14,S009,personal_care,C6706,coupon,0.197,0
2024-04-23,S009,personal_care,C9694,coupon,0.059,1
2024-04-30,S009,personal_care,C8887,coupon,0.223,0
2024-05-02,S009,personal_care,C6776,discount,0.16,0
2024-05-22,S009,personal_care,C6729,discount,0.281,0
2024-06-05,S009,personal_care,C4950,coupon,0.168,0
2024-06-09,S009,personal_care,C9837,free_delivery,0.115,0
2024-06-16,S009,personal_care,C8917,discount,0.203,0
2024-06-18,S009,personal_care,C9087,bundle,0.236,0
2024-07-01,S009,personal_care,C8325,coupon,0.05,0
2024-07-05,S009,personal_care,C5066,coupon,0.152,0
2024-07-19,S009,personal_care,C8019,discount,0.058,1
2024-07-20,S009,personal_care,C7902,free_delivery,0.281,0
2024-08-19,S009,personal_care,C1219,discount,0.161,1
2024-09-28,S009,personal_care,C2063,bundle,0.184,0
2024-10-01,S009,personal_care,C8023,free_delivery,0.116,1
2024-10-12,S009,personal_care,C4863,discount,0.106,0
2024-10-31,S009,personal_care,C4649,bundle,0.233,0
2024-11-24,S009,personal_care,C3846,discount,0.225,1
2024-11-29,S009,personal_care,C9582,discount,0.088,0
2024-12-15,S009,personal_care,C3255,coupon,0.188,1
2024-01-08,S010,beverages,C4654,free_delivery,0.08,1
2024-01-20,S010,beverages,C4255,free_delivery,0.204,0
2024-01-28,S010,beverages,C4413,coupon,0.2,1
2024-02-20,S010,beverages,C6140,free_delivery,0.246,0
2024-02-22,S010,beverages,C7701,discount,0.232,0
2024-02-24,S010,beverages,C9619,coupon,0.208,0
2024-03-10,S010,beverages,C5736,free_delivery,0.29,1
2024-03-29,S010,beverages,C9368,discount,0.284,0
2024-03-30,S010,beverages,C9156,discount,0.071,0
2024-04-04,S010,beverages,C1867,free_delivery,0.066,0
2024-04-05,S010,beverages,C7085,discount,0.179,0
2024-04-07,S010,beverages,C1126,discount,0.129,0
2024-04-11,S010,beverages,C6360,free_delivery,0.206,1
2024-04-25,S010,beverages,C6028,discount,0.211,1
2024-04-27,S010,beverages,C9918,discount,0.189,0
2024-05-13,S010,beverages,C9982,coupon,0.252,1
2024-05-31,S010,beverages,C3278,free_delivery,0.171,0
2024-07-07,S010,beverages,C1202,coupon,0.05,0
2024-07-09,S010,beverages,C3162,discount,0.164,1
2024-07-22,S010,beverages,C8438,discount,0.122,0
2024-07-27,S010,beverages,C7721,discount,0.236,0
2024-08-03,S010,beverages,C4975,discount,0.183,0
2024-08-18,S010,beverages,C5384,free_delivery,0.288,0
2024-08-23,S010,beverages,C9548,free_delivery,0.154,1
2024-09-09,S010,beverages,C1084,discount,0.252,0
2024-09-18,S010,beverages,C7486,discount,0.198,0
2024-09-19,S010,beverages,C3893,discount,0.299,1
2024-09-21,S010,beverages,C3726,discount,0.195,0
2024-10-01,S010,beverages,C8539,coupon,0.248,0
2024-10-06,S010,beverages,C2593,discount,0.119,0
2024-10-11,S010,beverages,C2117,coupon,0.304,1
2024-10-20,S010,beverages,C8087,discount,0.298,0
2024-10-30,S010,beverages,C4214,discount,0.129,1
2024-11-10,S010,beverages,C2520,coupon,0.138,0
2024-11-11,S010,beverages,C6738,bundle,0.05,0
2024-11-25,S010,beverages,C1819,free_delivery,0.282,0
2024-11-27,S010,beverages,C6756,discount,0.195,0
2024-11-30,S010,beverages,C6774,discount,0.15,1
2024-12-03,S010,beverages,C7431,coupon,0.05,0
2024-12-09,S010,beverages,C4504,free_delivery,0.182,1
2024-12-10,S010,beverages,C7037,discount,0.291,1
2024-12-20,S010,beverages,C6875,free_delivery,0.2,0
2024-12-26,S010,beverages,C2224,discount,0.05,0
2024-12-31,S010,beverages,C4426,bundle,0.231,0
2025-01-15,S010,beverages,C4959,bundle,0.337,0
2025-01-17,S010,beverages,C2490,coupon,0.147,0
2024-01-02,S010,snacks,C9711,discount,0.197,0
2024-01-05,S010,snacks,C1995,discount,0.159,0
2024-01-20,S010,snacks,C1649,bundle,0.112,1
2024-01-24,S010,snacks,C4061,free_delivery,0.15,0
2024-01-26,S010,snacks,C9183,bundle,0.245,1
2024-01-27,S010,snacks,C3671,coupon,0.081,1
2024-01-31,S010,snacks,C7533,coupon,0.162,0
2024-02-02,S010,snacks,C3670,discount,0.081,0
2024-02-04,S010,snacks,C1930,free_delivery,0.277,0
2024-02-05,S010,snacks,C2173,bundle,0.175,1
2024-02-10,S010,snacks,C4386,coupon,0.127,1
2024-02-11,S010,snacks,C6371,bundle,0.306,0
2024-02-12,S010,snacks,C7097,discount,0.05,1
2024-02-23,S010,snacks,C8673,discount,0.257,0
2024-02-25,S010,snacks,C8413,coupon,0.279,0
2024-03-01,S010,snacks,C8659,discount,0.146,1
2024-03-09,S010,snacks,C6591,discount,0.237,0
2024-03-12,S010,snacks,C7921,bundle,0.176,1
2024-03-16,S010,snacks,C9193,coupon,0.082,1
2024-03-22,S010,snacks,C4521,discount,0.122,1
2024-03-30,S010,snacks,C7320,coupon,0.159,0
2024-04-19,S010,snacks,C2215,coupon,0.07,0
2024-05-01,S010,snacks,C4369,free_delivery,0.057,0
2024-05-02,S010,snacks,C2158,discount,0.211,1
2024-05-03,S010,snacks,C8742,bundle,0.188,1
2024-05-07,S010,snacks,C3074,discount,0.119,0
2024-05-16,S010,snacks,C5854,free_delivery,0.161,0
2024-05-18,S010,snacks,C4539,discount,0.139,0
2024-05-30,S010,snacks,C1564,discount,0.2,0
2024-06-02,S010,snacks,C2222,coupon,0.219,0
2024-06-15,S010,snacks,C6783,discount,0.15,0
2024-06-29,S010,snacks,C1853,discount,0.173,0
2024-07-09,S010,snacks,C6382,bundle,0.279,0
2024-07-18,S010,snacks,C5993,bundle,0.314,0
2024-07-21,S010,snacks,C4721,discount,0.16,1
2024-07-24,S010,snacks,C7633,coupon,0.253,0
2024-07-29,S010,snacks,C3078,bundle,0.141,0
2024-08-16,S010,snacks,C3577,bundle,0.165,0
2024-08-17,S010,snacks,C9733,coupon,0.223,0
2024-08-28,S010,snacks,C1981,discount,0.192,0
2024-09-03,S010,snacks,C8434,discount,0.063,0
2024-09-19,S010,snacks,C6777,coupon,0.05,1
2024-09-22,S010,snacks,C7355,coupon,0.15,0
2024-09-25,S010,snacks,C4013,discount,0.072,1
2024-09-27,S010,snacks,C7189,free_delivery,0.247,1
2024-10-03,S010,snacks,C2687,discount,0.121,1
2024-10-19,S010,snacks,C8812,coupon,0.24,0
2024-10-25,S010,snacks,C2544,free_delivery,0.25,0
2024-11-19,S010,snacks,C6989,bundle,0.05,0
2024-11-24,S010,snacks,C3668,coupon,0.086,1
2024-11-26,S010,snacks,C7026,coupon,0.139,0
2024-12-03,S010,snacks,C4092,discount,0.143,0
2024-12-14,S010,snacks,C6853,discount,0.123,1
2024-12-15,S010,snacks,C2198,free_delivery,0.314,0
2024-12-18,S010,snacks,C1094,free_delivery,0.142,0
2025-01-01,S010,snacks,C5463,discount,0.209,0
2025-01-08,S010,snacks,C6001,coupon,0.154,0
2025-01-10,S010,snacks,C4069,coupon,0.147,1
2025-01-14,S010,snacks,C2867,discount,0.145,1
2025-01-22,S010,snacks,C4119,discount,0.05,0
2025-01-26,S010,snacks,C8140,bundle,0.248,1
2024-02-05,S010,fresh,C5004,coupon,0.283,0
2024-02-14,S010,fresh,C6792,coupon,0.05,1
2024-02-15,S010,fresh,C9921,discount,0.222,0
2024-02-25,S010,fresh,C8945,discount,0.261,1
2024-03-10,S010,fresh,C8939,bundle,0.225,0
2024-03-12,S010,fresh,C8563,discount,0.124,0
2024-04-09,S010,fresh,C3634,discount,0.051,1
2024-04-14,S010,fresh,C9492,free_delivery,0.278,0
2024-04-19,S010,fresh,C7316,bundle,0.153,0
2024-04-28,S010,fresh,C8831,bundle,0.248,0
2024-05-01,S010,fresh,C3897,discount,0.147,0
2024-06-01,S010,fresh,C1020,discount,0.05,1
2024-06-17,S010,fresh,C4714,coupon,0.096,0
2024-06-22,S010,fresh,C4138,discount,0.229,1
2024-07-05,S010,fresh,C1940,bundle,0.094,1
2024-07-17,S010,fresh,C1916,coupon,0.195,0
2024-07-28,S010,fresh,C1639,bundle,0.289,0
2024-08-17,S010,fresh,C5237,coupon,0.199,0
2024-08-22,S010,fresh,C5033,discount,0.165,0
2024-08-26,S010,fresh,C6915,discount,0.152,1
2024-08-30,S010,fresh,C3679,coupon,0.291,0
2024-08-31,S010,fresh,C1715,coupon,0.229,0
2024-09-13,S010,fresh,C2779,bundle,0.239,0
2024-09-19,S010,fresh,C1298,discount,0.197,1
2024-09-22,S010,fresh,C3610,bundle,1.2,0
2024-09-27,S010,fresh,C7471,coupon,0.081,1
2024-10-02,S010,fresh,C1431,coupon,0.29,1
2024-10-03,S010,fresh,C6526,discount,0.174,0
2024-10-05,S010,fresh,C6128,coupon,0.089,0
2024-10-14,S010,fresh,C1382,discount,0.079,1
2024-10-19,S010,fresh,C3664,coupon,0.122,0
2024-10-24,S010,fresh,C8602,free_delivery,0.172,0
2024-10-31,S010,fresh,C3773,bundle,0.206,0
2024-11-12,S010,fresh,C9630,free_delivery,0.111,1
2024-11-15,S010,fresh,C7723,discount,0.143,1
2024-11-18,S010,fresh,C7791,bundle,0.287,1
2024-11-23,S010,fresh,C4594,free_delivery,0.187,1
2024-11-26,S010,fresh,C5604,bundle,0.309,1
2024-12-04,S010,fresh,C8796,coupon,0.094,0
2024-12-21,S010,fresh,C3530,coupon,0.116,0
2024-12-22,S010,fresh,C6852,discount,0.149,1
2025-01-18,S010,fresh,C1545,discount,0.283,1
2024-01-14,S010,household,C6544,discount,0.095,1
2024-01-20,S010,household,C9310,discount,0.069,1
2024-02-13,S010,household,C4139,discount,0.122,0
2024-03-10,S010,household,C8839,bundle,0.111,0
2024-03-16,S010,household,C5594,discount,0.099,1
2024-03-21,S010,household,C8590,discount,0.163,0
2024-04-10,S010,household,C9036,coupon,0.095,0
2024-04-21,S010,household,C6642,discount,0.176,0
2024-04-26,S010,household,C8392,bundle,0.159,1
2024-05-04,S010,household,C7133,free_delivery,0.118,0
2024-05-05,S010,household,C3713,discount,0.09,0
2024-05-10,S010,household,C3161,discount,0.209,0
2024-05-17,S010,household,C4147,bundle,0.238,0
2024-06-14,S010,household,C6940,discount,0.151,0
2024-06-20,S010,household,C2246,discount,0.235,0
2024-06-28,S010,household,C8534,coupon,0.158,0
2024-07-11,S010,household,C9544,free_delivery,0.218,0
2024-07-12,S010,household,C1387,discount,0.131,0
2024-07-27,S010,household,C9791,discount,0.32,0
2024-08-12,S010,household,C5172,coupon,0.266,0
2024-08-15,S010,household,C6692,discount,0.178,1
2024-09-05,S010,household,C4317,coupon,0.061,0
2024-09-14,S010,household,C1253,discount,0.171,0
2024-09-22,S010,household,C8806,discount,0.279,0
2024-10-06,S010,household,C7519,coupon,0.141,0
2024-10-18,S010,household,C9105,discount,0.151,0
2024-10-19,S010,household,C6372,free_delivery,0.22,0
2024-10-24,S010,household,C4620,discount,0.116,0
2024-11-10,S010,household,C1317,discount,0.072,0
2024-11-16,S010,household,C8395,free_delivery,0.157,1
2024-12-01,S010,household,C7631,discount,0.207,0
2024-12-03,S010,household,C9728,coupon,0.254,0
2024-12-05,S010,household,C2095,coupon,0.232,0
2025-01-06,S010,household,C9498,discount,0.078,1
2025-01-16,S010,household,C6160,discount,0.056,0
2024-01-06,S010,ready_to_eat,C6675,discount,0.135,1
2024-02-07,S010,ready_to_eat,C8092,discount,0.243,1
2024-02-08,S010,ready_to_eat,C5532,free_delivery,0.159,0
2024-02-12,S010,ready_to_eat,C9209,free_delivery,0.233,0
2024-02-15,S010,ready_to_eat,C1931,bundle,0.136,0
2024-02-21,S010,ready_to_eat,C2730,discount,0.095,0
2024-03-06,S010,ready_to_eat,C3128,coupon,0.168,0
2024-03-17,S010,ready_to_eat,C1875,free_delivery,0.19,0
2024-03-29,S010,ready_to_eat,C9586,discount,0.239,1
2024-03-31,S010,ready_to_eat,C1082,discount,0.139,1
2024-04-08,S010,ready_to_eat,C1093,coupon,0.192,1
2024-05-05,S010,ready_to_eat,C4951,discount,0.125,0
2024-05-23,S010,ready_to_eat,C6403,discount,0.125,0
2024-05-24,S010,ready_to_eat,C9115,free_delivery,0.189,1
2024-05-25,S010,ready_to_eat,C3270,bundle,0.194,0
2024-05-26,S010,ready_to_eat,C7272,discount,0.165,0
2024-05-29,S010,ready_to_eat,C5786,bundle,0.188,1
2024-06-03,S010,ready_to_eat,C3431,discount,0.172,0
2024-06-18,S010,ready_to_eat,C7972,bundle,0.163,0
2024-06-20,S010,ready_to_eat,C2271,free_delivery,0.125,1
2024-06-23,S010,ready_to_eat,C5926,coupon,0.12,0
2024-06-27,S010,ready_to_eat,C2192,free_delivery,0.172,1
2024-06-29,S010,ready_to_eat,C6408,discount,0.107,0
2024-07-14,S010,ready_to_eat,C6605,coupon,0.206,0
2024-07-25,S010,ready_to_eat,C2733,discount,0.173,1
2024-07-27,S010,ready_to_eat,C8900,discount,0.085,0
2024-09-15,S010,ready_to_eat,C5186,free_delivery,0.18,1
2024-09-16,S010,ready_to_eat,C2587,discount,0.219,0
2024-09-23,S010,ready_to_eat,C9739,free_delivery,0.113,0
2024-09-24,S010,ready_to_eat,C6940,discount,0.216,1
2024-09-26,S010,ready_to_eat,C6316,coupon,0.164,1
2024-10-05,S010,ready_to_eat,C6509,coupon,0.17,0
2024-10-06,S010,ready_to_eat,C8614,free_delivery,0.205,0
2024-10-22,S010,ready_to_eat,C9082,discount,0.129,0
2024-11-05,S010,ready_to_eat,C1424,discount,0.252,0
2024-11-13,S010,ready_to_eat,C1950,discount,0.2,0
2024-11-14,S010,ready_to_eat,C7120,discount,0.178,1
2024-11-17,S010,ready_to_eat,C9770,bundle,0.159,1
2024-12-05,S010,ready_to_eat,C5308,coupon,0.142,1
2024-12-08,S010,ready_to_eat,C4641,coupon,0.266,0
2024-12-12,S010,ready_to_eat,C2234,discount,0.21,1
2025-01-09,S010,ready_to_eat,C2681,discount,0.187,1
2025-01-12,S010,ready_to_eat,C7616,coupon,0.186,0
2025-01-27,S010,ready_to_eat,C5015,coupon,0.125,1
2024-01-01,S010,personal_care,C1135,discount,0.218,0
2024-01-05,S010,personal_care,C1724,discount,0.098,0
2024-01-11,S010,personal_care,C8628,coupon,0.229,0
2024-01-21,S010,personal_care,C8732,discount,0.128,1
2024-01-30,S010,personal_care,C7515,discount,0.05,1
2024-02-01,S010,personal_care,C5733,discount,0.113,0
2024-02-04,S010,personal_care,C5745,coupon,0.177,0
2024-02-10,S010,personal_care,C4624,discount,0.136,0
2024-03-16,S010,personal_care,C1704,discount,0.05,0
2024-04-06,S010,personal_care,C3071,discount,0.091,0
2024-04-12,S010,personal_care,C7315,discount,0.158,0
2024-04-14,S010,personal_care,C1100,discount,0.05,1
2024-04-27,S010,personal_care,C3555,discount,0.152,0
2024-05-01,S010,personal_care,C7428,free_delivery,0.076,0
2024-05-05,S010,personal_care,C1968,coupon,0.115,1
2024-05-18,S010,personal_care,C6497,coupon,0.259,0
2024-05-28,S010,personal_care,C8877,coupon,0.151,0
2024-06-14,S010,personal_care,C6815,bundle,0.145,1
2024-06-18,S010,personal_care,C3815,free_delivery,0.091,0
2024-07-17,S010,personal_care,C1148,discount,0.224,1
2024-08-01,S010,personal_care,C7605,discount,0.151,1
2024-08-03,S010,personal_care,C7554,free_delivery,0.101,1
2024-08-04,S010,personal_care,C5541,free_delivery,0.265,0
2024-08-25,S010,personal_care,C1758,discount,0.127,1
2024-08-27,S010,personal_care,C2189,discount,0.227,1
2024-09-14,S010,personal_care,C6073,discount,0.075,0
2024-09-16,S010,personal_care,C7399,bundle,0.062,1
2024-10-03,S010,personal_care,C4004,discount,0.152,0
2024-10-04,S010,personal_care,C3459,coupon,0.22,0
2024-10-09,S010,personal_care,C8419,discount,0.249,0
2024-10-18,S010,personal_care,C4842,coupon,0.338,1
2024-10-22,S010,personal_care,C6768,discount,0.068,1
2024-10-23,S010,personal_care,C1510,discount,0.187,1
2024-11-05,S010,personal_care,C7264,coupon,0.054,0
2024-12-06,S010,personal_care,C4276,bundle,0.347,0
2024-12-19,S010,personal_care,C5692,discount,0.218,1
2024-12-28,S010,personal_care,C6482,discount,0.05,1
2024-12-29,S010,personal_care,C6286,coupon,0.266,0
2025-01-05,S010,personal_care,C6247,coupon,0.26,0
2025-01-16,S010,personal_care,C7901,bundle,0.172,0
2025-01-18,S010,personal_care,C6102,discount,0.131,0
2024-01-12,S011,beverages,C7650,free_delivery,0.162,1
2024-01-13,S011,beverages,C9792,discount,0.105,0
2024-01-21,S011,beverages,C6115,free_delivery,0.367,1
2024-01-25,S011,beverages,C8685,free_delivery,0.153,0
2024-01-26,S011,beverages,C3853,discount,0.165,0
2024-01-30,S011,beverages,C1106,coupon,0.194,0
2024-02-05,S011,beverages,C9233,bundle,0.136,0
2024-02-20,S011,beverages,C4723,discount,0.08,0
2024-02-21,S011,beverages,C4537,bundle,0.248,1
2024-02-25,S011,beverages,C7299,coupon,0.195,0
2024-02-28,S011,beverages,C9966,coupon,0.105,0
2024-03-08,S011,beverages,C9193,discount,0.163,0
2024-03-11,S011,beverages,C1557,discount,0.084,1
2024-03-12,S011,beverages,C3692,discount,0.16,0
2024-03-16,S011,beverages,C7477,bundle,0.212,0
2024-03-18,S011,beverages,C8352,coupon,0.093,1
2024-04-08,S011,beverages,C4872,bundle,0.186,0
2024-04-12,S011,beverages,C3207,coupon,0.222,1
2024-04-17,S011,beverages,C2446,discount,0.105,0
2024-04-18,S011,beverages,C7968,discount,0.189,1
2024-04-22,S011,beverages,C3419,discount,0.18,1
2024-04-28,S011,beverages,C4152,discount,0.199,1
2024-05-15,S011,beverages,C1015,bundle,0.192,0
2024-05-18,S011,beverages,C1339,coupon,0.356,0
2024-06-04,S011,beverages,C6736,discount,0.113,0
2024-06-19,S011,beverages,C3332,discount,0.05,1
2024-07-02,S011,beverages,C5570,free_delivery,0.134,0
2024-07-05,S011,beverages,C7684,discount,0.148,0
2024-07-20,S011,beverages,C6004,coupon,0.093,1
2024-07-25,S011,beverages,C1994,coupon,0.199,1
2024-07-30,S011,beverages,C4469,coupon,0.13,1
2024-08-08,S011,beverages,C2552,discount,0.079,0
2024-08-10,S011,beverages,C9410,discount,0.161,0
2024-08-16,S011,beverages,C7769,coupon,0.166,1
2024-08-17,S011,beverages,C8864,coupon,0.132,1
2024-08-22,S011,beverages,C7734,bundle,0.208,1
2024-09-09,S011,beverages,C4319,bundle,0.238,0
2024-09-10,S011,beverages,C1370,coupon,0.207,0
2024-09-15,S011,beverages,C2976,free_delivery,0.164,1
2024-09-20,S011,beverages,C4102,discount,0.162,0
2024-09-22,S011,beverages,C1445,free_delivery,0.207,0
2024-10-11,S011,beverages,C5613,discount,0.102,0
2024-10-12,S011,beverages,C8978,discount,0.202,1
2024-10-19,S011,beverages,C2629,bundle,0.153,1
2024-10-24,S011,beverages,C3469,discount,0.196,0
2024-10-26,S011,beverages,C5162,coupon,0.2,1
2024-10-27,S011,beverages,C5063,discount,0.105,1
2024-10-31,S011,beverages,C9947,discount,0.05,1
2024-11-01,S011,beverages,C9222,free_delivery,0.179,0
2024-11-22,S011,beverages,C8105,free_delivery,0.176,0
2024-11-30,S011,beverages,C5402,bundle,0.241,0
2024-12-04,S011,beverages,C9531,discount,0.196,1
2024-12-10,S011,beverages,C7329,discount,0.118,1
2024-12-11,S011,beverages,C2763,free_delivery,0.169,1
2024-12-20,S011,beverages,C4768,free_delivery,0.195,1
2024-12-25,S011,beverages,C7306,coupon,0.162,1
2025-01-18,S011,beverages,C2052,free_delivery,0.145,0
2025-01-25,S011,beverages,C2864,discount,0.229,1
2024-01-06,S011,snacks,C3546,discount,0.245,0
2024-01-08,S011,snacks,C6079,coupon,0.276,1
2024-01-12,S011,snacks,C4207,free_delivery,0.45,0
2024-01-20,S011,snacks,C9003,coupon,0.136,1
2024-01-22,S011,snacks,C6262,coupon,0.356,1
2024-01-29,S011,snacks,C6672,bundle,0.097,1
2024-02-01,S011,snacks,C3254,bundle,0.261,0
2024-02-04,S011,snacks,C3126,discount,0.092,0
2024-02-09,S011,snacks,C5661,coupon,0.161,1
2024-02-12,S011,snacks,C9171,discount,0.16,0
2024-02-14,S011,snacks,C8387,bundle,0.178,0
2024-03-01,S011,snacks,C7760,discount,0.271,1
2024-03-02,S011,snacks,C9476,free_delivery,0.075,0
2024-03-05,S011,snacks,C4072,discount,0.186,0
2024-03-09,S011,snacks,C8243,discount,0.143,1
2024-03-10,S011,snacks,C5257,coupon,0.147,1
2024-03-19,S011,snacks,C3966,discount,0.199,0
2024-03-22,S011,snacks,C3452,free_delivery,0.133,1
2024-03-28,S011,snacks,C9327,discount,0.093,1
2024-03-29,S011,snacks,C9881,discount,0.146,0
2024-04-26,S011,snacks,C2466,bundle,0.053,0
2024-05-02,S011,snacks,C5335,discount,0.218,1
2024-05-03,S011,snacks,C5399,discount,0.168,0
2024-05-18,S011,snacks,C1731,coupon,0.229,0
2024-05-19,S011,snacks,C7448,discount,0.188,0
2024-05-25,S011,snacks,C5557,discount,0.234,0
2024-05-26,S011,snacks,C9702,bundle,0.191,1
2024-06-01,S011,snacks,C1817,free_delivery,0.269,0
2024-06-04,S011,snacks,C5334,bundle,0.173,0
2024-06-05,S011,snacks,C3342,discount,0.155,1
2024-06-12,S011,snacks,C7284,coupon,0.172,0
2024-06-26,S011,snacks,C9494,coupon,0.285,1
2024-07-08,S011,snacks,C5449,discount,0.361,1
2024-07-15,S011,snacks,C8178,discount,0.125,0
2024-07-20,S011,snacks,C8359,bundle,0.087,1
2024-07-23,S011,snacks,C2420,coupon,0.27,0
2024-07-24,S011,snacks,C6911,discount,0.305,1
2024-07-30,S011,snacks,C9484,discount,0.204,0
2024-08-15,S011,snacks,C4852,coupon,0.153,1
2024-08-27,S011,snacks,C2004,coupon,0.22,1
2024-09-12,S011,snacks,C7829,coupon,0.132,0
2024-09-14,S011,snacks,C8288,coupon,0.26,1
2024-09-15,S011,snacks,C6349,discount,0.185,0
2024-09-20,S011,snacks,C8868,coupon,0.05,0
2024-09-28,S011,snacks,C5122,bundle,0.247,1
2024-10-03,S011,snacks,C1648,free_delivery,0.143,0
2024-10-04,S011,snacks,C9338,free_delivery,0.139,1
2024-10-05,S011,snacks,C8758,discount,0.05,0
2024-10-13,S011,snacks,C1212,free_delivery,0.273,1
2024-10-14,S011,snacks,C6354,coupon,0.072,1
2024-10-19,S011,snacks,C8260,bundle,0.129,0
2024-10-31,S011,snacks,C2353,bundle,0.117,0
2024-11-03,S011,snacks,C2041,free_delivery,0.164,0
2024-11-06,S011,snacks,C3924,discount,0.148,0
2024-11-09,S011,snacks,C7930,bundle,0.241,1
2024-11-15,S011,snacks,C3399,bundle,0.254,1
2024-11-16,S011,snacks,C2129,discount,0.193,1
2024-11-20,S011,snacks,C7737,discount,0.082,1
2024-11-24,S011,snacks,C4640,discount,0.235,0
2024-11-27,S011,snacks,C3310,bundle,0.255,0
2024-12-06,S011,snacks,C3888,coupon,0.117,1
2024-12-07,S011,snacks,C5445,discount,0.1,0
2024-12-26,S011,snacks,C9337,bundle,0.175,0
2024-12-31,S011,snacks,C7298,bundle,0.217,1
2025-01-02,S011,snacks,C5979,bundle,0.208,0
2025-01-07,S011,snacks,C3925,discount,0.195,1
2024-01-01,S011,fresh,C8659,bundle,0.083,0
2024-01-03,S011,fresh,C9108,coupon,0.186,0
2024-01-23,S011,fresh,C4836,discount,0.143,1
2024-02-20,S011,fresh,C7058,coupon,0.128,1
2024-02-28,S011,fresh,C1549,discount,0.083,0
2024-03-03,S011,fresh,C1555,coupon,0.25,1
2024-03-30,S011,fresh,C5332,coupon,0.214,1
2024-04-10,S011,fresh,C9686,discount,0.232,0
2024-04-19,S011,fresh,C5711,discount,0.252,0
2024-05-02,S011,fresh,C3054,discount,0.212,0
2024-05-18,S011,fresh,C9443,coupon,0.231,1
2024-05-24,S011,fresh,C2489,coupon,0.157,0
2024-05-25,S011,fresh,C5813,discount,0.306,0
2024-06-05,S011,fresh,C1819,discount,0.172,1
2024-06-10,S011,fresh,C6761,discount,0.242,0
2024-06-23,S011,fresh,C1885,free_delivery,0.282,1
2024-07-20,S011,fresh,C9911,discount,0.242,0
2024-07-24,S011,fresh,C9095,coupon,0.152,0
2024-08-09,S011,fresh,C3763,discount,0.197,0
2024-08-19,S011,fresh,C7846,discount,0.23,1
2024-09-12,S011,fresh,C8237,discount,0.129,0
2024-09-16,S011,fresh,C2322,coupon,0.145,1
2024-09-22,S011,fresh,C8351,discount,0.086,1
2024-10-05,S011,fresh,C9181,coupon,0.179,0
2024-10-24,S011,fresh,C1622,coupon,0.128,0
2024-10-30,S011,fresh,C1053,coupon,0.142,0
2024-11-01,S011,fresh,C1265,coupon,0.128,0
2024-11-29,S011,fresh,C6684,discount,0.224,0
